car_type,pickup_hour,trips
uber,2016-12-30T04:00:00Z,419
uber,2016-12-30T05:00:00Z,506
uber,2016-12-30T06:00:00Z,122
uber,2016-12-30T07:00:00Z,21
uber,2016-12-30T08:00:00Z,24
uber,2016-12-30T09:00:00Z,34
uber,2016-12-30T10:00:00Z,184
uber,2016-12-30T11:00:00Z,363
uber,2016-12-30T12:00:00Z,256
uber,2016-12-30T13:00:00Z,191
uber,2016-12-30T14:00:00Z,177
uber,2016-12-30T15:00:00Z,241
uber,2016-12-30T16:00:00Z,150
uber,2016-12-30T17:00:00Z,255
uber,2016-12-30T18:00:00Z,285
uber,2016-12-30T19:00:00Z,392
uber,2016-12-30T20:00:00Z,498
uber,2016-12-30T21:00:00Z,278
uber,2016-12-30T22:00:00Z,388
uber,2016-12-30T23:00:00Z,301
uber,2016-12-31T00:00:00Z,332
uber,2016-12-31T01:00:00Z,466
uber,2016-12-31T02:00:00Z,432
uber,2016-12-31T03:00:00Z,462
uber,2016-12-31T04:00:00Z,467
uber,2016-12-31T05:00:00Z,291
uber,2016-12-31T06:00:00Z,83
uber,2016-12-31T07:00:00Z,15
uber,2016-12-31T08:00:00Z,8
uber,2016-12-31T09:00:00Z,28
uber,2016-12-31T10:00:00Z,208
uber,2016-12-31T11:00:00Z,372
uber,2016-12-31T12:00:00Z,211
uber,2016-12-31T13:00:00Z,268
uber,2016-12-31T14:00:00Z,161
uber,2016-12-31T15:00:00Z,242
uber,2016-12-31T16:00:00Z,206
uber,2016-12-31T17:00:00Z,271
uber,2016-12-31T18:00:00Z,276
uber,2016-12-31T19:00:00Z,350
uber,2016-12-31T20:00:00Z,319
uber,2016-12-31T21:00:00Z,374
uber,2016-12-31T22:00:00Z,351
uber,2016-12-31T23:00:00Z,213
uber,2017-01-01T00:00:00Z,278
uber,2017-01-01T01:00:00Z,323
uber,2017-01-01T02:00:00Z,312
uber,2017-01-01T03:00:00Z,269
uber,2017-01-01T04:00:00Z,256
uber,2017-01-01T05:00:00Z,132
uber,2017-01-01T06:00:00Z,61
uber,2017-01-01T07:00:00Z,21
uber,2017-01-01T08:00:00Z,16
uber,2017-01-01T09:00:00Z,16
uber,2017-01-01T10:00:00Z,114
uber,2017-01-01T11:00:00Z,153
uber,2017-01-01T12:00:00Z,107
uber,2017-01-01T13:00:00Z,202
uber,2017-01-01T14:00:00Z,117
uber,2017-01-01T15:00:00Z,176
uber,2017-01-01T16:00:00Z,156
uber,2017-01-01T17:00:00Z,182
uber,2017-01-01T18:00:00Z,307
uber,2017-01-01T19:00:00Z,347
uber,2017-01-01T20:00:00Z,363
uber,2017-01-01T21:00:00Z,348
uber,2017-01-01T22:00:00Z,320
uber,2017-01-01T23:00:00Z,371
uber,2017-01-02T00:00:00Z,380
uber,2017-01-02T01:00:00Z,428
uber,2017-01-02T02:00:00Z,469
uber,2017-01-02T03:00:00Z,389
uber,2017-01-02T04:00:00Z,369
uber,2017-01-02T05:00:00Z,250
uber,2017-01-02T06:00:00Z,107
uber,2017-01-02T07:00:00Z,31
uber,2017-01-02T08:00:00Z,15
uber,2017-01-02T09:00:00Z,37
uber,2017-01-02T10:00:00Z,186
uber,2017-01-02T11:00:00Z,354
uber,2017-01-02T12:00:00Z,325
uber,2017-01-02T13:00:00Z,304
uber,2017-01-02T14:00:00Z,223
uber,2017-01-02T15:00:00Z,208
uber,2017-01-02T16:00:00Z,229
uber,2017-01-02T17:00:00Z,297
uber,2017-01-02T18:00:00Z,295
uber,2017-01-02T19:00:00Z,405
uber,2017-01-02T20:00:00Z,405
uber,2017-01-02T21:00:00Z,416
uber,2017-01-02T22:00:00Z,390
uber,2017-01-02T23:00:00Z,329
uber,2017-01-03T00:00:00Z,431
uber,2017-01-03T01:00:00Z,533
uber,2017-01-03T02:00:00Z,619
uber,2017-01-03T03:00:00Z,658
uber,2017-01-03T04:00:00Z,587
uber,2017-01-03T05:00:00Z,565
uber,2017-01-03T06:00:00Z,139
uber,2017-01-03T07:00:00Z,99
uber,2017-01-03T08:00:00Z,12
uber,2017-01-03T09:00:00Z,37
uber,2017-01-03T10:00:00Z,210
uber,2017-01-03T11:00:00Z,343
uber,2017-01-03T12:00:00Z,263
uber,2017-01-03T13:00:00Z,398
uber,2017-01-03T14:00:00Z,288
uber,2017-01-03T15:00:00Z,176
uber,2017-01-03T16:00:00Z,157
uber,2017-01-03T17:00:00Z,188
uber,2017-01-03T18:00:00Z,313
uber,2017-01-03T19:00:00Z,344
uber,2017-01-03T20:00:00Z,359
uber,2017-01-03T21:00:00Z,381
uber,2017-01-03T22:00:00Z,385
uber,2017-01-03T23:00:00Z,325
uber,2017-01-04T00:00:00Z,321
uber,2017-01-04T01:00:00Z,337
uber,2017-01-04T02:00:00Z,393
uber,2017-01-04T03:00:00Z,350
uber,2017-01-04T04:00:00Z,418
uber,2017-01-04T05:00:00Z,424
uber,2017-01-04T06:00:00Z,239
uber,2017-01-04T07:00:00Z,89
uber,2017-01-04T08:00:00Z,21
uber,2017-01-04T09:00:00Z,41
uber,2017-01-04T10:00:00Z,99
uber,2017-01-04T11:00:00Z,214
uber,2017-01-04T12:00:00Z,230
uber,2017-01-04T13:00:00Z,201
uber,2017-01-04T14:00:00Z,157
uber,2017-01-04T15:00:00Z,203
uber,2017-01-04T16:00:00Z,175
uber,2017-01-04T17:00:00Z,148
uber,2017-01-04T18:00:00Z,221
uber,2017-01-04T19:00:00Z,314
uber,2017-01-04T20:00:00Z,316
uber,2017-01-04T21:00:00Z,285
uber,2017-01-04T22:00:00Z,340
uber,2017-01-04T23:00:00Z,251
uber,2017-01-05T00:00:00Z,306
uber,2017-01-05T01:00:00Z,425
uber,2017-01-05T02:00:00Z,321
uber,2017-01-05T03:00:00Z,440
uber,2017-01-05T04:00:00Z,381
uber,2017-01-05T05:00:00Z,253
uber,2017-01-05T06:00:00Z,93
uber,2017-01-05T07:00:00Z,36
uber,2017-01-05T08:00:00Z,11
uber,2017-01-05T09:00:00Z,20
uber,2017-01-05T10:00:00Z,156
uber,2017-01-05T11:00:00Z,149
uber,2017-01-05T12:00:00Z,151
uber,2017-01-05T13:00:00Z,139
uber,2017-01-05T14:00:00Z,110
uber,2017-01-05T15:00:00Z,126
uber,2017-01-05T16:00:00Z,99
uber,2017-01-05T17:00:00Z,106
uber,2017-01-05T18:00:00Z,170
uber,2017-01-05T19:00:00Z,239
uber,2017-01-05T20:00:00Z,253
uber,2017-01-05T21:00:00Z,278
uber,2017-01-05T22:00:00Z,210
uber,2017-01-05T23:00:00Z,235
uber,2017-01-06T00:00:00Z,246
uber,2017-01-06T01:00:00Z,275
uber,2017-01-06T02:00:00Z,223
uber,2017-01-06T03:00:00Z,282
uber,2017-01-06T04:00:00Z,406
uber,2017-01-06T05:00:00Z,271
uber,2017-01-06T06:00:00Z,180
uber,2017-01-06T07:00:00Z,58
uber,2017-01-06T08:00:00Z,15
uber,2017-01-06T09:00:00Z,9
uber,2017-01-06T10:00:00Z,181
uber,2017-01-06T11:00:00Z,239
uber,2017-01-06T12:00:00Z,202
uber,2017-01-06T13:00:00Z,160
uber,2017-01-06T14:00:00Z,124
uber,2017-01-06T15:00:00Z,119
uber,2017-01-06T16:00:00Z,87
uber,2017-01-06T17:00:00Z,133
uber,2017-01-06T18:00:00Z,115
uber,2017-01-06T19:00:00Z,254
uber,2017-01-06T20:00:00Z,287
uber,2017-01-06T21:00:00Z,235
uber,2017-01-06T22:00:00Z,273
uber,2017-01-06T23:00:00Z,217
uber,2017-01-07T00:00:00Z,297
uber,2017-01-07T01:00:00Z,237
uber,2017-01-07T02:00:00Z,292
uber,2017-01-07T03:00:00Z,357
uber,2017-01-07T04:00:00Z,346
uber,2017-01-07T05:00:00Z,304
uber,2017-01-07T06:00:00Z,79
uber,2017-01-07T07:00:00Z,35
uber,2017-01-07T08:00:00Z,17
uber,2017-01-07T09:00:00Z,9
uber,2017-01-07T10:00:00Z,125
uber,2017-01-07T11:00:00Z,335
uber,2017-01-07T12:00:00Z,155
uber,2017-01-07T13:00:00Z,129
uber,2017-01-07T14:00:00Z,153
uber,2017-01-07T15:00:00Z,114
uber,2017-01-07T16:00:00Z,112
uber,2017-01-07T17:00:00Z,74
uber,2017-01-07T18:00:00Z,137
uber,2017-01-07T19:00:00Z,149
uber,2017-01-07T20:00:00Z,169
uber,2017-01-07T21:00:00Z,271
uber,2017-01-07T22:00:00Z,185
uber,2017-01-07T23:00:00Z,197
uber,2017-01-08T00:00:00Z,186
uber,2017-01-08T01:00:00Z,211
uber,2017-01-08T02:00:00Z,249
uber,2017-01-08T03:00:00Z,234
uber,2017-01-08T04:00:00Z,320
uber,2017-01-08T05:00:00Z,246
uber,2017-01-08T06:00:00Z,235
uber,2017-01-08T07:00:00Z,326
uber,2017-01-08T08:00:00Z,268
uber,2017-01-08T09:00:00Z,126
uber,2017-01-08T10:00:00Z,101
uber,2017-01-08T11:00:00Z,179
uber,2017-01-08T12:00:00Z,225
uber,2017-01-08T13:00:00Z,220
uber,2017-01-08T14:00:00Z,284
uber,2017-01-08T15:00:00Z,174
uber,2017-01-08T16:00:00Z,120
uber,2017-01-08T17:00:00Z,128
uber,2017-01-08T18:00:00Z,195
uber,2017-01-08T19:00:00Z,189
uber,2017-01-08T20:00:00Z,263
uber,2017-01-08T21:00:00Z,437
uber,2017-01-08T22:00:00Z,331
uber,2017-01-08T23:00:00Z,264
uber,2017-01-09T00:00:00Z,356
uber,2017-01-09T01:00:00Z,316
uber,2017-01-09T02:00:00Z,449
uber,2017-01-09T03:00:00Z,429
uber,2017-01-09T04:00:00Z,415
uber,2017-01-09T05:00:00Z,424
uber,2017-01-09T06:00:00Z,376
uber,2017-01-09T07:00:00Z,166
uber,2017-01-09T08:00:00Z,124
uber,2017-01-09T09:00:00Z,114
uber,2017-01-09T10:00:00Z,151
uber,2017-01-09T11:00:00Z,265
uber,2017-01-09T12:00:00Z,239
uber,2017-01-09T13:00:00Z,217
uber,2017-01-09T14:00:00Z,233
uber,2017-01-09T15:00:00Z,192
uber,2017-01-09T16:00:00Z,125
uber,2017-01-09T17:00:00Z,141
uber,2017-01-09T18:00:00Z,163
uber,2017-01-09T19:00:00Z,267
uber,2017-01-09T20:00:00Z,275
uber,2017-01-09T21:00:00Z,240
uber,2017-01-09T22:00:00Z,304
uber,2017-01-09T23:00:00Z,260
uber,2017-01-10T00:00:00Z,337
uber,2017-01-10T01:00:00Z,275
uber,2017-01-10T02:00:00Z,332
uber,2017-01-10T03:00:00Z,269
uber,2017-01-10T04:00:00Z,332
uber,2017-01-10T05:00:00Z,289
uber,2017-01-10T06:00:00Z,130
uber,2017-01-10T07:00:00Z,51
uber,2017-01-10T08:00:00Z,44
uber,2017-01-10T09:00:00Z,30
uber,2017-01-10T10:00:00Z,152
uber,2017-01-10T11:00:00Z,183
uber,2017-01-10T12:00:00Z,194
uber,2017-01-10T13:00:00Z,106
uber,2017-01-10T14:00:00Z,119
uber,2017-01-10T15:00:00Z,140
uber,2017-01-10T16:00:00Z,86
uber,2017-01-10T17:00:00Z,126
uber,2017-01-10T18:00:00Z,147
uber,2017-01-10T19:00:00Z,210
uber,2017-01-10T20:00:00Z,219
uber,2017-01-10T21:00:00Z,237
uber,2017-01-10T22:00:00Z,229
uber,2017-01-10T23:00:00Z,203
uber,2017-01-11T00:00:00Z,199
uber,2017-01-11T01:00:00Z,289
uber,2017-01-11T02:00:00Z,240
uber,2017-01-11T03:00:00Z,299
uber,2017-01-11T04:00:00Z,150
uber,2017-01-11T05:00:00Z,172
uber,2017-01-11T06:00:00Z,130
uber,2017-01-11T07:00:00Z,39
uber,2017-01-11T08:00:00Z,29
uber,2017-01-11T09:00:00Z,19
uber,2017-01-11T10:00:00Z,162
uber,2017-01-11T11:00:00Z,164
uber,2017-01-11T12:00:00Z,141
uber,2017-01-11T13:00:00Z,142
uber,2017-01-11T14:00:00Z,93
uber,2017-01-11T15:00:00Z,119
uber,2017-01-11T16:00:00Z,83
uber,2017-01-11T17:00:00Z,123
uber,2017-01-11T18:00:00Z,151
uber,2017-01-11T19:00:00Z,234
uber,2017-01-11T20:00:00Z,270
uber,2017-01-11T21:00:00Z,263
uber,2017-01-11T22:00:00Z,226
uber,2017-01-11T23:00:00Z,226
uber,2017-01-12T00:00:00Z,182
uber,2017-01-12T01:00:00Z,313
uber,2017-01-12T02:00:00Z,340
uber,2017-01-12T03:00:00Z,232
uber,2017-01-12T04:00:00Z,253
uber,2017-01-12T05:00:00Z,266
uber,2017-01-12T06:00:00Z,50
uber,2017-01-12T07:00:00Z,40
uber,2017-01-12T08:00:00Z,7
uber,2017-01-12T09:00:00Z,18
uber,2017-01-12T10:00:00Z,151
uber,2017-01-12T11:00:00Z,229
uber,2017-01-12T12:00:00Z,124
uber,2017-01-12T13:00:00Z,158
uber,2017-01-12T14:00:00Z,73
uber,2017-01-12T15:00:00Z,121
uber,2017-01-12T16:00:00Z,81
uber,2017-01-12T17:00:00Z,141
uber,2017-01-12T18:00:00Z,173
uber,2017-01-12T19:00:00Z,263
uber,2017-01-12T20:00:00Z,241
uber,2017-01-12T21:00:00Z,307
uber,2017-01-12T22:00:00Z,244
uber,2017-01-12T23:00:00Z,292
uber,2017-01-13T00:00:00Z,237
uber,2017-01-13T01:00:00Z,413
uber,2017-01-13T02:00:00Z,455
uber,2017-01-13T03:00:00Z,393
uber,2017-01-13T04:00:00Z,314
uber,2017-01-13T05:00:00Z,388
uber,2017-01-13T06:00:00Z,75
uber,2017-01-13T07:00:00Z,20
uber,2017-01-13T08:00:00Z,6
uber,2017-01-13T09:00:00Z,25
uber,2017-01-13T10:00:00Z,281
uber,2017-01-13T11:00:00Z,284
uber,2017-01-13T12:00:00Z,248
uber,2017-01-13T13:00:00Z,153
uber,2017-01-13T14:00:00Z,105
uber,2017-01-13T15:00:00Z,125
uber,2017-01-13T16:00:00Z,97
uber,2017-01-13T17:00:00Z,184
uber,2017-01-13T18:00:00Z,194
uber,2017-01-13T19:00:00Z,298
uber,2017-01-13T20:00:00Z,335
uber,2017-01-13T21:00:00Z,360
uber,2017-01-13T22:00:00Z,296
uber,2017-01-13T23:00:00Z,217
uber,2017-01-14T00:00:00Z,201
uber,2017-01-14T01:00:00Z,375
uber,2017-01-14T02:00:00Z,315
uber,2017-01-14T03:00:00Z,456
uber,2017-01-14T04:00:00Z,332
uber,2017-01-14T05:00:00Z,215
uber,2017-01-14T06:00:00Z,132
uber,2017-01-14T07:00:00Z,19
uber,2017-01-14T08:00:00Z,12
uber,2017-01-14T09:00:00Z,31
uber,2017-01-14T10:00:00Z,238
uber,2017-01-14T11:00:00Z,219
uber,2017-01-14T12:00:00Z,156
uber,2017-01-14T13:00:00Z,170
uber,2017-01-14T14:00:00Z,87
uber,2017-01-14T15:00:00Z,131
uber,2017-01-14T16:00:00Z,113
uber,2017-01-14T17:00:00Z,136
uber,2017-01-14T18:00:00Z,175
uber,2017-01-14T19:00:00Z,234
uber,2017-01-14T20:00:00Z,260
uber,2017-01-14T21:00:00Z,231
uber,2017-01-14T22:00:00Z,277
uber,2017-01-14T23:00:00Z,210
uber,2017-01-15T00:00:00Z,192
uber,2017-01-15T01:00:00Z,217
uber,2017-01-15T02:00:00Z,258
uber,2017-01-15T03:00:00Z,268
uber,2017-01-15T04:00:00Z,262
uber,2017-01-15T05:00:00Z,203
uber,2017-01-15T06:00:00Z,106
uber,2017-01-15T07:00:00Z,59
uber,2017-01-15T08:00:00Z,11
uber,2017-01-15T09:00:00Z,7
uber,2017-01-15T10:00:00Z,96
uber,2017-01-15T11:00:00Z,163
uber,2017-01-15T12:00:00Z,193
uber,2017-01-15T13:00:00Z,143
uber,2017-01-15T14:00:00Z,113
uber,2017-01-15T15:00:00Z,156
uber,2017-01-15T16:00:00Z,91
uber,2017-01-15T17:00:00Z,163
uber,2017-01-15T18:00:00Z,192
uber,2017-01-15T19:00:00Z,284
uber,2017-01-15T20:00:00Z,352
uber,2017-01-15T21:00:00Z,373
uber,2017-01-15T22:00:00Z,300
uber,2017-01-15T23:00:00Z,267
uber,2017-01-16T00:00:00Z,299
uber,2017-01-16T01:00:00Z,392
uber,2017-01-16T02:00:00Z,381
uber,2017-01-16T03:00:00Z,396
uber,2017-01-16T04:00:00Z,307
uber,2017-01-16T05:00:00Z,251
uber,2017-01-16T06:00:00Z,97
uber,2017-01-16T07:00:00Z,19
uber,2017-01-16T08:00:00Z,21
uber,2017-01-16T09:00:00Z,7
uber,2017-01-16T10:00:00Z,181
uber,2017-01-16T11:00:00Z,248
uber,2017-01-16T12:00:00Z,231
uber,2017-01-16T13:00:00Z,209
uber,2017-01-16T14:00:00Z,164
uber,2017-01-16T15:00:00Z,192
uber,2017-01-16T16:00:00Z,96
uber,2017-01-16T17:00:00Z,312
uber,2017-01-16T18:00:00Z,337
uber,2017-01-16T19:00:00Z,317
uber,2017-01-16T20:00:00Z,406
uber,2017-01-16T21:00:00Z,440
uber,2017-01-16T22:00:00Z,416
uber,2017-01-16T23:00:00Z,384
uber,2017-01-17T00:00:00Z,436
uber,2017-01-17T01:00:00Z,523
uber,2017-01-17T02:00:00Z,460
uber,2017-01-17T03:00:00Z,505
uber,2017-01-17T04:00:00Z,415
uber,2017-01-17T05:00:00Z,447
uber,2017-01-17T06:00:00Z,211
uber,2017-01-17T07:00:00Z,30
uber,2017-01-17T08:00:00Z,14
uber,2017-01-17T09:00:00Z,12
uber,2017-01-17T10:00:00Z,277
uber,2017-01-17T11:00:00Z,413
uber,2017-01-17T12:00:00Z,261
uber,2017-01-17T13:00:00Z,217
uber,2017-01-17T14:00:00Z,172
uber,2017-01-17T15:00:00Z,155
uber,2017-01-17T16:00:00Z,126
uber,2017-01-17T17:00:00Z,160
uber,2017-01-17T18:00:00Z,279
uber,2017-01-17T19:00:00Z,191
uber,2017-01-17T20:00:00Z,314
uber,2017-01-17T21:00:00Z,354
uber,2017-01-17T22:00:00Z,301
uber,2017-01-17T23:00:00Z,232
uber,2017-01-18T00:00:00Z,262
uber,2017-01-18T01:00:00Z,234
uber,2017-01-18T02:00:00Z,261
uber,2017-01-18T03:00:00Z,288
uber,2017-01-18T04:00:00Z,356
uber,2017-01-18T05:00:00Z,291
uber,2017-01-18T06:00:00Z,122
uber,2017-01-18T07:00:00Z,17
uber,2017-01-18T08:00:00Z,8
uber,2017-01-18T09:00:00Z,22
uber,2017-01-18T10:00:00Z,101
uber,2017-01-18T11:00:00Z,237
uber,2017-01-18T12:00:00Z,164
uber,2017-01-18T13:00:00Z,158
uber,2017-01-18T14:00:00Z,88
uber,2017-01-18T15:00:00Z,106
uber,2017-01-18T16:00:00Z,93
uber,2017-01-18T17:00:00Z,163
uber,2017-01-18T18:00:00Z,147
uber,2017-01-18T19:00:00Z,162
uber,2017-01-18T20:00:00Z,223
uber,2017-01-18T21:00:00Z,327
uber,2017-01-18T22:00:00Z,226
uber,2017-01-18T23:00:00Z,201
uber,2017-01-19T00:00:00Z,251
uber,2017-01-19T01:00:00Z,251
uber,2017-01-19T02:00:00Z,285
uber,2017-01-19T03:00:00Z,223
uber,2017-01-19T04:00:00Z,257
uber,2017-01-19T05:00:00Z,193
uber,2017-01-19T06:00:00Z,97
uber,2017-01-19T07:00:00Z,9
uber,2017-01-19T08:00:00Z,6
uber,2017-01-19T09:00:00Z,16
uber,2017-01-19T10:00:00Z,105
uber,2017-01-19T11:00:00Z,189
uber,2017-01-19T12:00:00Z,160
uber,2017-01-19T13:00:00Z,87
uber,2017-01-19T14:00:00Z,68
uber,2017-01-19T15:00:00Z,119
uber,2017-01-19T16:00:00Z,109
uber,2017-01-19T17:00:00Z,170
uber,2017-01-19T18:00:00Z,225
uber,2017-01-19T19:00:00Z,220
uber,2017-01-19T20:00:00Z,246
uber,2017-01-19T21:00:00Z,264
uber,2017-01-19T22:00:00Z,206
uber,2017-01-19T23:00:00Z,236
uber,2017-01-20T00:00:00Z,255
uber,2017-01-20T01:00:00Z,386
uber,2017-01-20T02:00:00Z,305
uber,2017-01-20T03:00:00Z,380
uber,2017-01-20T04:00:00Z,290
uber,2017-01-20T05:00:00Z,269
uber,2017-01-20T06:00:00Z,70
uber,2017-01-20T07:00:00Z,9
uber,2017-01-20T08:00:00Z,6
uber,2017-01-20T09:00:00Z,23
uber,2017-01-20T10:00:00Z,122
uber,2017-01-20T11:00:00Z,295
uber,2017-01-20T12:00:00Z,196
uber,2017-01-20T13:00:00Z,192
uber,2017-01-20T14:00:00Z,77
uber,2017-01-20T15:00:00Z,117
uber,2017-01-20T16:00:00Z,129
uber,2017-01-20T17:00:00Z,205
uber,2017-01-20T18:00:00Z,248
uber,2017-01-20T19:00:00Z,243
uber,2017-01-20T20:00:00Z,316
uber,2017-01-20T21:00:00Z,335
uber,2017-01-20T22:00:00Z,225
uber,2017-01-20T23:00:00Z,250
uber,2017-01-21T00:00:00Z,292
uber,2017-01-21T01:00:00Z,329
uber,2017-01-21T02:00:00Z,373
uber,2017-01-21T03:00:00Z,272
uber,2017-01-21T04:00:00Z,327
uber,2017-01-21T05:00:00Z,195
uber,2017-01-21T06:00:00Z,65
uber,2017-01-21T07:00:00Z,31
uber,2017-01-21T08:00:00Z,5
uber,2017-01-21T09:00:00Z,7
uber,2017-01-21T10:00:00Z,123
uber,2017-01-21T11:00:00Z,202
uber,2017-01-21T12:00:00Z,142
uber,2017-01-21T13:00:00Z,154
uber,2017-01-21T14:00:00Z,90
uber,2017-01-21T15:00:00Z,112
uber,2017-01-21T16:00:00Z,85
uber,2017-01-21T17:00:00Z,123
uber,2017-01-21T18:00:00Z,192
uber,2017-01-21T19:00:00Z,224
uber,2017-01-21T20:00:00Z,212
uber,2017-01-21T21:00:00Z,248
uber,2017-01-21T22:00:00Z,217
uber,2017-01-21T23:00:00Z,144
uber,2017-01-22T00:00:00Z,176
uber,2017-01-22T01:00:00Z,205
uber,2017-01-22T02:00:00Z,237
uber,2017-01-22T03:00:00Z,335
uber,2017-01-22T04:00:00Z,247
uber,2017-01-22T05:00:00Z,157
uber,2017-01-22T06:00:00Z,46
uber,2017-01-22T07:00:00Z,43
uber,2017-01-22T08:00:00Z,9
uber,2017-01-22T09:00:00Z,16
uber,2017-01-22T10:00:00Z,118
uber,2017-01-22T11:00:00Z,190
uber,2017-01-22T12:00:00Z,135
uber,2017-01-22T13:00:00Z,170
uber,2017-01-22T14:00:00Z,66
uber,2017-01-22T15:00:00Z,115
uber,2017-01-22T16:00:00Z,94
uber,2017-01-22T17:00:00Z,223
uber,2017-01-22T18:00:00Z,262
uber,2017-01-22T19:00:00Z,272
uber,2017-01-22T20:00:00Z,307
uber,2017-01-22T21:00:00Z,502
uber,2017-01-22T22:00:00Z,393
uber,2017-01-22T23:00:00Z,301
uber,2017-01-23T00:00:00Z,314
uber,2017-01-23T01:00:00Z,451
uber,2017-01-23T02:00:00Z,415
uber,2017-01-23T03:00:00Z,393
uber,2017-01-23T04:00:00Z,504
uber,2017-01-23T05:00:00Z,259
uber,2017-01-23T06:00:00Z,228
uber,2017-01-23T07:00:00Z,108
uber,2017-01-23T08:00:00Z,81
uber,2017-01-23T09:00:00Z,15
uber,2017-01-23T10:00:00Z,285
uber,2017-01-23T11:00:00Z,335
uber,2017-01-23T12:00:00Z,268
uber,2017-01-23T13:00:00Z,205
uber,2017-01-23T14:00:00Z,196
uber,2017-01-23T15:00:00Z,223
uber,2017-01-23T16:00:00Z,95
uber,2017-01-23T17:00:00Z,146
uber,2017-01-23T18:00:00Z,202
uber,2017-01-23T19:00:00Z,274
uber,2017-01-23T20:00:00Z,264
uber,2017-01-23T21:00:00Z,290
uber,2017-01-23T22:00:00Z,259
uber,2017-01-23T23:00:00Z,226
uber,2017-01-24T00:00:00Z,238
uber,2017-01-24T01:00:00Z,242
uber,2017-01-24T02:00:00Z,257
uber,2017-01-24T03:00:00Z,361
uber,2017-01-24T04:00:00Z,396
uber,2017-01-24T05:00:00Z,219
uber,2017-01-24T06:00:00Z,114
uber,2017-01-24T07:00:00Z,20
uber,2017-01-24T08:00:00Z,20
uber,2017-01-24T09:00:00Z,5
uber,2017-01-24T10:00:00Z,179
uber,2017-01-24T11:00:00Z,262
uber,2017-01-24T12:00:00Z,183
uber,2017-01-24T13:00:00Z,119
uber,2017-01-24T14:00:00Z,96
uber,2017-01-24T15:00:00Z,131
uber,2017-01-24T16:00:00Z,50
uber,2017-01-24T17:00:00Z,110
uber,2017-01-24T18:00:00Z,157
uber,2017-01-24T19:00:00Z,175
uber,2017-01-24T20:00:00Z,230
uber,2017-01-24T21:00:00Z,251
uber,2017-01-24T22:00:00Z,288
uber,2017-01-24T23:00:00Z,192
uber,2017-01-25T00:00:00Z,201
uber,2017-01-25T01:00:00Z,245
uber,2017-01-25T02:00:00Z,261
uber,2017-01-25T03:00:00Z,271
uber,2017-01-25T04:00:00Z,256
uber,2017-01-25T05:00:00Z,153
uber,2017-01-25T06:00:00Z,57
uber,2017-01-25T07:00:00Z,14
uber,2017-01-25T08:00:00Z,7
uber,2017-01-25T09:00:00Z,24
uber,2017-01-25T10:00:00Z,193
uber,2017-01-25T11:00:00Z,155
uber,2017-01-25T12:00:00Z,172
uber,2017-01-25T13:00:00Z,62
uber,2017-01-25T14:00:00Z,52
uber,2017-01-25T15:00:00Z,112
uber,2017-01-25T16:00:00Z,91
uber,2017-01-25T17:00:00Z,135
uber,2017-01-25T18:00:00Z,152
uber,2017-01-25T19:00:00Z,185
uber,2017-01-25T20:00:00Z,235
uber,2017-01-25T21:00:00Z,343
uber,2017-01-25T22:00:00Z,232
uber,2017-01-25T23:00:00Z,228
uber,2017-01-26T00:00:00Z,185
uber,2017-01-26T01:00:00Z,332
uber,2017-01-26T02:00:00Z,341
uber,2017-01-26T03:00:00Z,256
uber,2017-01-26T04:00:00Z,281
uber,2017-01-26T05:00:00Z,140
uber,2017-01-26T06:00:00Z,44
uber,2017-01-26T07:00:00Z,12
uber,2017-01-26T08:00:00Z,13
uber,2017-01-26T09:00:00Z,22
uber,2017-01-26T10:00:00Z,204
uber,2017-01-26T11:00:00Z,157
uber,2017-01-26T12:00:00Z,220
uber,2017-01-26T13:00:00Z,87
uber,2017-01-26T14:00:00Z,62
uber,2017-01-26T15:00:00Z,73
uber,2017-01-26T16:00:00Z,77
uber,2017-01-26T17:00:00Z,141
uber,2017-01-26T18:00:00Z,227
uber,2017-01-26T19:00:00Z,208
uber,2017-01-26T20:00:00Z,288
uber,2017-01-26T21:00:00Z,303
uber,2017-01-26T22:00:00Z,261
uber,2017-01-26T23:00:00Z,182
uber,2017-01-27T00:00:00Z,283
uber,2017-01-27T01:00:00Z,447
uber,2017-01-27T02:00:00Z,371
uber,2017-01-27T03:00:00Z,326
uber,2017-01-27T04:00:00Z,227
uber,2017-01-27T05:00:00Z,299
uber,2017-01-27T06:00:00Z,56
uber,2017-01-27T07:00:00Z,12
uber,2017-01-27T08:00:00Z,16
uber,2017-01-27T09:00:00Z,14
uber,2017-01-27T10:00:00Z,144
uber,2017-01-27T11:00:00Z,338
uber,2017-01-27T12:00:00Z,182
uber,2017-01-27T13:00:00Z,196
uber,2017-01-27T14:00:00Z,70
uber,2017-01-27T15:00:00Z,115
uber,2017-01-27T16:00:00Z,94
uber,2017-01-27T17:00:00Z,209
uber,2017-01-27T18:00:00Z,225
uber,2017-01-27T19:00:00Z,240
uber,2017-01-27T20:00:00Z,200
uber,2017-01-27T21:00:00Z,378
uber,2017-01-27T22:00:00Z,253
uber,2017-01-27T23:00:00Z,169
uber,2017-01-28T00:00:00Z,270
uber,2017-01-28T01:00:00Z,277
uber,2017-01-28T02:00:00Z,351
uber,2017-01-28T03:00:00Z,266
uber,2017-01-28T04:00:00Z,213
uber,2017-01-28T05:00:00Z,243
uber,2017-01-28T06:00:00Z,24
