car_type,pickup_hour,trips
uber,2017-01-28T07:00:00Z,3
uber,2017-01-28T08:00:00Z,23
uber,2017-01-28T09:00:00Z,3
uber,2017-01-28T10:00:00Z,116
uber,2017-01-28T11:00:00Z,202
uber,2017-01-28T12:00:00Z,136
uber,2017-01-28T13:00:00Z,155
uber,2017-01-28T14:00:00Z,82
uber,2017-01-28T15:00:00Z,95
uber,2017-01-28T16:00:00Z,76
uber,2017-01-28T17:00:00Z,125
uber,2017-01-28T18:00:00Z,171
uber,2017-01-28T19:00:00Z,137
uber,2017-01-28T20:00:00Z,237
uber,2017-01-28T21:00:00Z,255
uber,2017-01-28T22:00:00Z,124
uber,2017-01-28T23:00:00Z,173
uber,2017-01-29T00:00:00Z,156
uber,2017-01-29T01:00:00Z,198
uber,2017-01-29T02:00:00Z,234
uber,2017-01-29T03:00:00Z,282
uber,2017-01-29T04:00:00Z,190
uber,2017-01-29T05:00:00Z,90
uber,2017-01-29T06:00:00Z,57
uber,2017-01-29T07:00:00Z,14
uber,2017-01-29T08:00:00Z,10
uber,2017-01-29T09:00:00Z,6
uber,2017-01-29T10:00:00Z,81
uber,2017-01-29T11:00:00Z,141
uber,2017-01-29T12:00:00Z,161
uber,2017-01-29T13:00:00Z,90
uber,2017-01-29T14:00:00Z,111
uber,2017-01-29T15:00:00Z,94
uber,2017-01-29T16:00:00Z,102
uber,2017-01-29T17:00:00Z,151
uber,2017-01-29T18:00:00Z,229
uber,2017-01-29T19:00:00Z,256
uber,2017-01-29T20:00:00Z,268
uber,2017-01-29T21:00:00Z,402
uber,2017-01-29T22:00:00Z,263
uber,2017-01-29T23:00:00Z,311
uber,2017-01-30T00:00:00Z,199
uber,2017-01-30T01:00:00Z,326
uber,2017-01-30T02:00:00Z,271
uber,2017-01-30T03:00:00Z,406
uber,2017-01-30T04:00:00Z,381
uber,2017-01-30T05:00:00Z,203
uber,2017-01-30T06:00:00Z,193
uber,2017-01-30T07:00:00Z,215
uber,2017-01-30T08:00:00Z,105
uber,2017-01-30T09:00:00Z,37
uber,2017-01-30T10:00:00Z,121
uber,2017-01-30T11:00:00Z,334
uber,2017-01-30T12:00:00Z,196
uber,2017-01-30T13:00:00Z,220
uber,2017-01-30T14:00:00Z,137
uber,2017-01-30T15:00:00Z,134
uber,2017-01-30T16:00:00Z,84
uber,2017-01-30T17:00:00Z,194
uber,2017-01-30T18:00:00Z,168
uber,2017-01-30T19:00:00Z,158
uber,2017-01-30T20:00:00Z,284
uber,2017-01-30T21:00:00Z,311
uber,2017-01-30T22:00:00Z,200
uber,2017-01-30T23:00:00Z,195
uber,2017-01-31T00:00:00Z,213
uber,2017-01-31T01:00:00Z,309
uber,2017-01-31T02:00:00Z,236
uber,2017-01-31T03:00:00Z,289
uber,2017-01-31T04:00:00Z,236
uber,2017-01-31T05:00:00Z,153
uber,2017-01-31T06:00:00Z,55
uber,2017-01-31T07:00:00Z,24
uber,2017-01-31T08:00:00Z,22
uber,2017-01-31T09:00:00Z,8
uber,2017-01-31T10:00:00Z,135
uber,2017-01-31T11:00:00Z,211
uber,2017-01-31T12:00:00Z,137
uber,2017-01-31T13:00:00Z,119
uber,2017-01-31T14:00:00Z,64
uber,2017-01-31T15:00:00Z,98
uber,2017-01-31T16:00:00Z,64
uber,2017-01-31T17:00:00Z,111
uber,2017-01-31T18:00:00Z,168
uber,2017-01-31T19:00:00Z,144
uber,2017-01-31T20:00:00Z,160
uber,2017-01-31T21:00:00Z,220
uber,2017-01-31T22:00:00Z,254
uber,2017-01-31T23:00:00Z,146
uber,2017-02-01T00:00:00Z,161
uber,2017-02-01T01:00:00Z,247
uber,2017-02-01T02:00:00Z,199
uber,2017-02-01T03:00:00Z,260
uber,2017-02-01T04:00:00Z,190
uber,2017-02-01T05:00:00Z,112
uber,2017-02-01T06:00:00Z,63
uber,2017-02-01T07:00:00Z,6
uber,2017-02-01T08:00:00Z,3
uber,2017-02-01T09:00:00Z,7
uber,2017-02-01T10:00:00Z,155
uber,2017-02-01T11:00:00Z,152
uber,2017-02-01T12:00:00Z,106
uber,2017-02-01T13:00:00Z,70
uber,2017-02-01T14:00:00Z,65
uber,2017-02-01T15:00:00Z,51
uber,2017-02-01T16:00:00Z,75
uber,2017-02-01T17:00:00Z,106
uber,2017-02-01T18:00:00Z,152
uber,2017-02-01T19:00:00Z,169
uber,2017-02-01T20:00:00Z,178
uber,2017-02-01T21:00:00Z,181
uber,2017-02-01T22:00:00Z,213
uber,2017-02-01T23:00:00Z,165
uber,2017-02-02T00:00:00Z,164
uber,2017-02-02T01:00:00Z,315
uber,2017-02-02T02:00:00Z,269
uber,2017-02-02T03:00:00Z,186
uber,2017-02-02T04:00:00Z,176
uber,2017-02-02T05:00:00Z,127
uber,2017-02-02T06:00:00Z,27
uber,2017-02-02T07:00:00Z,8
uber,2017-02-02T08:00:00Z,7
uber,2017-02-02T09:00:00Z,28
uber,2017-02-02T10:00:00Z,164
uber,2017-02-02T11:00:00Z,135
uber,2017-02-02T12:00:00Z,89
uber,2017-02-02T13:00:00Z,74
uber,2017-02-02T14:00:00Z,64
uber,2017-02-02T15:00:00Z,90
uber,2017-02-02T16:00:00Z,59
uber,2017-02-02T17:00:00Z,144
uber,2017-02-02T18:00:00Z,189
uber,2017-02-02T19:00:00Z,150
uber,2017-02-02T20:00:00Z,201
uber,2017-02-02T21:00:00Z,273
uber,2017-02-02T22:00:00Z,152
uber,2017-02-02T23:00:00Z,141
uber,2017-02-03T00:00:00Z,244
uber,2017-02-03T01:00:00Z,277
uber,2017-02-03T02:00:00Z,309
uber,2017-02-03T03:00:00Z,333
uber,2017-02-03T04:00:00Z,224
uber,2017-02-03T05:00:00Z,147
uber,2017-02-03T06:00:00Z,58
uber,2017-02-03T07:00:00Z,24
uber,2017-02-03T08:00:00Z,2
uber,2017-02-03T09:00:00Z,6
uber,2017-02-03T10:00:00Z,176
uber,2017-02-03T11:00:00Z,224
uber,2017-02-03T12:00:00Z,163
uber,2017-02-03T13:00:00Z,138
uber,2017-02-03T14:00:00Z,109
uber,2017-02-03T15:00:00Z,94
uber,2017-02-03T16:00:00Z,97
uber,2017-02-03T17:00:00Z,154
uber,2017-02-03T18:00:00Z,221
uber,2017-02-03T19:00:00Z,223
uber,2017-02-03T20:00:00Z,272
uber,2017-02-03T21:00:00Z,291
uber,2017-02-03T22:00:00Z,222
uber,2017-02-03T23:00:00Z,147
uber,2017-02-04T00:00:00Z,229
uber,2017-02-04T01:00:00Z,316
uber,2017-02-04T02:00:00Z,260
uber,2017-02-04T03:00:00Z,278
uber,2017-02-04T04:00:00Z,232
uber,2017-02-04T05:00:00Z,109
uber,2017-02-04T06:00:00Z,75
uber,2017-02-04T07:00:00Z,6
uber,2017-02-04T08:00:00Z,4
uber,2017-02-04T09:00:00Z,19
uber,2017-02-04T10:00:00Z,129
uber,2017-02-04T11:00:00Z,135
uber,2017-02-04T12:00:00Z,187
uber,2017-02-04T13:00:00Z,112
uber,2017-02-04T14:00:00Z,41
uber,2017-02-04T15:00:00Z,104
uber,2017-02-04T16:00:00Z,81
uber,2017-02-04T17:00:00Z,136
uber,2017-02-04T18:00:00Z,139
uber,2017-02-04T19:00:00Z,153
uber,2017-02-04T20:00:00Z,183
uber,2017-02-04T21:00:00Z,188
uber,2017-02-04T22:00:00Z,139
uber,2017-02-04T23:00:00Z,126
uber,2017-02-05T00:00:00Z,160
uber,2017-02-05T01:00:00Z,193
uber,2017-02-05T02:00:00Z,233
uber,2017-02-05T03:00:00Z,165
uber,2017-02-05T04:00:00Z,167
uber,2017-02-05T05:00:00Z,74
uber,2017-02-05T06:00:00Z,29
uber,2017-02-05T07:00:00Z,21
uber,2017-02-05T08:00:00Z,7
uber,2017-02-05T09:00:00Z,12
uber,2017-02-05T10:00:00Z,123
uber,2017-02-05T11:00:00Z,104
uber,2017-02-05T12:00:00Z,141
uber,2017-02-05T13:00:00Z,106
uber,2017-02-05T14:00:00Z,79
uber,2017-02-05T15:00:00Z,106
uber,2017-02-05T16:00:00Z,102
uber,2017-02-05T17:00:00Z,166
uber,2017-02-05T18:00:00Z,234
uber,2017-02-05T19:00:00Z,311
uber,2017-02-05T20:00:00Z,334
uber,2017-02-05T21:00:00Z,330
uber,2017-02-05T22:00:00Z,318
uber,2017-02-05T23:00:00Z,258
uber,2017-02-06T00:00:00Z,280
uber,2017-02-06T01:00:00Z,420
uber,2017-02-06T02:00:00Z,431
uber,2017-02-06T03:00:00Z,339
uber,2017-02-06T04:00:00Z,267
uber,2017-02-06T05:00:00Z,193
uber,2017-02-06T06:00:00Z,46
uber,2017-02-06T07:00:00Z,18
uber,2017-02-06T08:00:00Z,5
uber,2017-02-06T09:00:00Z,50
uber,2017-02-06T10:00:00Z,280
uber,2017-02-06T11:00:00Z,239
uber,2017-02-06T12:00:00Z,222
uber,2017-02-06T13:00:00Z,189
uber,2017-02-06T14:00:00Z,113
uber,2017-02-06T15:00:00Z,168
uber,2017-02-06T16:00:00Z,111
uber,2017-02-06T17:00:00Z,196
uber,2017-02-06T18:00:00Z,233
uber,2017-02-06T19:00:00Z,168
uber,2017-02-06T20:00:00Z,278
uber,2017-02-06T21:00:00Z,349
uber,2017-02-06T22:00:00Z,233
uber,2017-02-06T23:00:00Z,262
uber,2017-02-07T00:00:00Z,215
uber,2017-02-07T01:00:00Z,352
uber,2017-02-07T02:00:00Z,245
uber,2017-02-07T03:00:00Z,277
uber,2017-02-07T04:00:00Z,333
uber,2017-02-07T05:00:00Z,186
uber,2017-02-07T06:00:00Z,72
uber,2017-02-07T07:00:00Z,34
uber,2017-02-07T08:00:00Z,5
uber,2017-02-07T09:00:00Z,13
uber,2017-02-07T10:00:00Z,134
uber,2017-02-07T11:00:00Z,189
uber,2017-02-07T12:00:00Z,134
uber,2017-02-07T13:00:00Z,136
uber,2017-02-07T14:00:00Z,68
uber,2017-02-07T15:00:00Z,92
uber,2017-02-07T16:00:00Z,55
uber,2017-02-07T17:00:00Z,106
uber,2017-02-07T18:00:00Z,133
uber,2017-02-07T19:00:00Z,160
uber,2017-02-07T20:00:00Z,199
uber,2017-02-07T21:00:00Z,232
uber,2017-02-07T22:00:00Z,212
uber,2017-02-07T23:00:00Z,185
uber,2017-02-08T00:00:00Z,171
uber,2017-02-08T01:00:00Z,240
uber,2017-02-08T02:00:00Z,267
uber,2017-02-08T03:00:00Z,225
uber,2017-02-08T04:00:00Z,187
uber,2017-02-08T05:00:00Z,121
uber,2017-02-08T06:00:00Z,53
uber,2017-02-08T07:00:00Z,20
uber,2017-02-08T08:00:00Z,9
uber,2017-02-08T09:00:00Z,8
uber,2017-02-08T10:00:00Z,133
uber,2017-02-08T11:00:00Z,134
uber,2017-02-08T12:00:00Z,144
uber,2017-02-08T13:00:00Z,69
uber,2017-02-08T14:00:00Z,69
uber,2017-02-08T15:00:00Z,64
uber,2017-02-08T16:00:00Z,63
uber,2017-02-08T17:00:00Z,92
uber,2017-02-08T18:00:00Z,135
uber,2017-02-08T19:00:00Z,224
uber,2017-02-08T20:00:00Z,220
uber,2017-02-08T21:00:00Z,231
uber,2017-02-08T22:00:00Z,156
uber,2017-02-08T23:00:00Z,237
uber,2017-02-09T00:00:00Z,242
uber,2017-02-09T01:00:00Z,260
uber,2017-02-09T02:00:00Z,265
uber,2017-02-09T03:00:00Z,333
uber,2017-02-09T04:00:00Z,193
uber,2017-02-09T05:00:00Z,169
uber,2017-02-09T06:00:00Z,54
uber,2017-02-09T07:00:00Z,10
uber,2017-02-09T08:00:00Z,3
uber,2017-02-09T09:00:00Z,7
uber,2017-02-09T10:00:00Z,43
uber,2017-02-09T11:00:00Z,107
uber,2017-02-09T12:00:00Z,76
uber,2017-02-09T13:00:00Z,31
uber,2017-02-09T14:00:00Z,29
uber,2017-02-09T15:00:00Z,48
uber,2017-02-09T16:00:00Z,66
uber,2017-02-09T17:00:00Z,97
uber,2017-02-09T18:00:00Z,51
uber,2017-02-09T19:00:00Z,69
uber,2017-02-09T20:00:00Z,118
uber,2017-02-09T21:00:00Z,188
uber,2017-02-09T22:00:00Z,187
uber,2017-02-09T23:00:00Z,150
uber,2017-02-10T00:00:00Z,125
uber,2017-02-10T01:00:00Z,132
uber,2017-02-10T02:00:00Z,189
uber,2017-02-10T03:00:00Z,244
uber,2017-02-10T04:00:00Z,248
uber,2017-02-10T05:00:00Z,271
uber,2017-02-10T06:00:00Z,203
uber,2017-02-10T07:00:00Z,110
uber,2017-02-10T08:00:00Z,41
uber,2017-02-10T09:00:00Z,22
uber,2017-02-10T10:00:00Z,144
uber,2017-02-10T11:00:00Z,290
uber,2017-02-10T12:00:00Z,263
uber,2017-02-10T13:00:00Z,210
uber,2017-02-10T14:00:00Z,164
uber,2017-02-10T15:00:00Z,147
uber,2017-02-10T16:00:00Z,198
uber,2017-02-10T17:00:00Z,227
uber,2017-02-10T18:00:00Z,245
uber,2017-02-10T19:00:00Z,331
uber,2017-02-10T20:00:00Z,380
uber,2017-02-10T21:00:00Z,260
uber,2017-02-10T22:00:00Z,330
uber,2017-02-10T23:00:00Z,249
uber,2017-02-11T00:00:00Z,282
uber,2017-02-11T01:00:00Z,300
uber,2017-02-11T02:00:00Z,417
uber,2017-02-11T03:00:00Z,326
uber,2017-02-11T04:00:00Z,442
uber,2017-02-11T05:00:00Z,349
uber,2017-02-11T06:00:00Z,117
uber,2017-02-11T07:00:00Z,97
uber,2017-02-11T08:00:00Z,10
uber,2017-02-11T09:00:00Z,8
uber,2017-02-11T10:00:00Z,106
uber,2017-02-11T11:00:00Z,240
uber,2017-02-11T12:00:00Z,158
uber,2017-02-11T13:00:00Z,132
uber,2017-02-11T14:00:00Z,85
uber,2017-02-11T15:00:00Z,111
uber,2017-02-11T16:00:00Z,74
uber,2017-02-11T17:00:00Z,153
uber,2017-02-11T18:00:00Z,158
uber,2017-02-11T19:00:00Z,211
uber,2017-02-11T20:00:00Z,219
uber,2017-02-11T21:00:00Z,214
uber,2017-02-11T22:00:00Z,205
uber,2017-02-11T23:00:00Z,108
uber,2017-02-12T00:00:00Z,160
uber,2017-02-12T01:00:00Z,177
uber,2017-02-12T02:00:00Z,228
uber,2017-02-12T03:00:00Z,198
uber,2017-02-12T04:00:00Z,170
uber,2017-02-12T05:00:00Z,92
uber,2017-02-12T06:00:00Z,51
uber,2017-02-12T07:00:00Z,14
uber,2017-02-12T08:00:00Z,5
uber,2017-02-12T09:00:00Z,28
uber,2017-02-12T10:00:00Z,120
uber,2017-02-12T11:00:00Z,105
uber,2017-02-12T12:00:00Z,92
uber,2017-02-12T13:00:00Z,130
uber,2017-02-12T14:00:00Z,64
uber,2017-02-12T15:00:00Z,116
uber,2017-02-12T16:00:00Z,84
uber,2017-02-12T17:00:00Z,169
uber,2017-02-12T18:00:00Z,203
uber,2017-02-12T19:00:00Z,203
uber,2017-02-12T20:00:00Z,278
uber,2017-02-12T21:00:00Z,365
uber,2017-02-12T22:00:00Z,359
uber,2017-02-12T23:00:00Z,235
uber,2017-02-13T00:00:00Z,302
uber,2017-02-13T01:00:00Z,384
uber,2017-02-13T02:00:00Z,477
uber,2017-02-13T03:00:00Z,464
uber,2017-02-13T04:00:00Z,426
uber,2017-02-13T05:00:00Z,308
uber,2017-02-13T06:00:00Z,187
uber,2017-02-13T07:00:00Z,42
uber,2017-02-13T08:00:00Z,12
uber,2017-02-13T09:00:00Z,14
uber,2017-02-13T10:00:00Z,226
uber,2017-02-13T11:00:00Z,285
uber,2017-02-13T12:00:00Z,219
uber,2017-02-13T13:00:00Z,231
uber,2017-02-13T14:00:00Z,132
uber,2017-02-13T15:00:00Z,133
uber,2017-02-13T16:00:00Z,135
uber,2017-02-13T17:00:00Z,165
uber,2017-02-13T18:00:00Z,205
uber,2017-02-13T19:00:00Z,228
uber,2017-02-13T20:00:00Z,286
uber,2017-02-13T21:00:00Z,305
uber,2017-02-13T22:00:00Z,86
uber,2017-02-13T23:00:00Z,163
uber,2017-02-14T00:00:00Z,154
uber,2017-02-14T01:00:00Z,299
uber,2017-02-14T02:00:00Z,316
uber,2017-02-14T03:00:00Z,297
uber,2017-02-14T04:00:00Z,351
uber,2017-02-14T05:00:00Z,154
uber,2017-02-14T06:00:00Z,63
uber,2017-02-14T07:00:00Z,27
uber,2017-02-14T08:00:00Z,8
uber,2017-02-14T09:00:00Z,17
uber,2017-02-14T10:00:00Z,225
uber,2017-02-14T11:00:00Z,184
uber,2017-02-14T12:00:00Z,150
uber,2017-02-14T13:00:00Z,96
uber,2017-02-14T14:00:00Z,86
uber,2017-02-14T15:00:00Z,72
uber,2017-02-14T16:00:00Z,71
uber,2017-02-14T17:00:00Z,100
uber,2017-02-14T18:00:00Z,131
uber,2017-02-14T19:00:00Z,172
uber,2017-02-14T20:00:00Z,202
uber,2017-02-14T21:00:00Z,227
uber,2017-02-14T22:00:00Z,200
uber,2017-02-14T23:00:00Z,183
uber,2017-02-15T00:00:00Z,160
uber,2017-02-15T01:00:00Z,239
uber,2017-02-15T02:00:00Z,195
uber,2017-02-15T03:00:00Z,185
uber,2017-02-15T04:00:00Z,233
uber,2017-02-15T05:00:00Z,124
uber,2017-02-15T06:00:00Z,36
uber,2017-02-15T07:00:00Z,8
uber,2017-02-15T08:00:00Z,1
uber,2017-02-15T09:00:00Z,8
uber,2017-02-15T10:00:00Z,121
uber,2017-02-15T11:00:00Z,166
uber,2017-02-15T12:00:00Z,146
uber,2017-02-15T13:00:00Z,78
uber,2017-02-15T14:00:00Z,59
uber,2017-02-15T15:00:00Z,76
uber,2017-02-15T16:00:00Z,78
uber,2017-02-15T17:00:00Z,98
uber,2017-02-15T18:00:00Z,180
uber,2017-02-15T19:00:00Z,181
uber,2017-02-15T20:00:00Z,227
uber,2017-02-15T21:00:00Z,295
uber,2017-02-15T22:00:00Z,202
uber,2017-02-15T23:00:00Z,181
uber,2017-02-16T00:00:00Z,222
uber,2017-02-16T01:00:00Z,257
uber,2017-02-16T02:00:00Z,256
uber,2017-02-16T03:00:00Z,261
uber,2017-02-16T04:00:00Z,233
uber,2017-02-16T05:00:00Z,191
uber,2017-02-16T06:00:00Z,54
uber,2017-02-16T07:00:00Z,13
uber,2017-02-16T08:00:00Z,2
uber,2017-02-16T09:00:00Z,5
uber,2017-02-16T10:00:00Z,83
uber,2017-02-16T11:00:00Z,194
uber,2017-02-16T12:00:00Z,182
uber,2017-02-16T13:00:00Z,111
uber,2017-02-16T14:00:00Z,98
uber,2017-02-16T15:00:00Z,87
uber,2017-02-16T16:00:00Z,74
uber,2017-02-16T17:00:00Z,133
uber,2017-02-16T18:00:00Z,166
uber,2017-02-16T19:00:00Z,138
uber,2017-02-16T20:00:00Z,136
uber,2017-02-16T21:00:00Z,35
uber,2017-02-16T22:00:00Z,90
uber,2017-02-16T23:00:00Z,174
uber,2017-02-17T00:00:00Z,233
uber,2017-02-17T01:00:00Z,290
uber,2017-02-17T02:00:00Z,395
uber,2017-02-17T03:00:00Z,321
uber,2017-02-17T04:00:00Z,353
uber,2017-02-17T05:00:00Z,339
uber,2017-02-17T06:00:00Z,80
uber,2017-02-17T07:00:00Z,16
uber,2017-02-17T08:00:00Z,7
uber,2017-02-17T09:00:00Z,8
uber,2017-02-17T10:00:00Z,125
uber,2017-02-17T11:00:00Z,293
uber,2017-02-17T12:00:00Z,196
uber,2017-02-17T13:00:00Z,182
uber,2017-02-17T14:00:00Z,129
uber,2017-02-17T15:00:00Z,127
uber,2017-02-17T16:00:00Z,114
uber,2017-02-17T17:00:00Z,121
uber,2017-02-17T18:00:00Z,249
uber,2017-02-17T19:00:00Z,201
uber,2017-02-17T20:00:00Z,262
uber,2017-02-17T21:00:00Z,299
uber,2017-02-17T22:00:00Z,243
uber,2017-02-17T23:00:00Z,184
uber,2017-02-18T00:00:00Z,230
uber,2017-02-18T01:00:00Z,330
uber,2017-02-18T02:00:00Z,269
uber,2017-02-18T03:00:00Z,316
uber,2017-02-18T04:00:00Z,227
uber,2017-02-18T05:00:00Z,271
uber,2017-02-18T06:00:00Z,138
uber,2017-02-18T07:00:00Z,85
uber,2017-02-18T08:00:00Z,41
uber,2017-02-18T09:00:00Z,7
uber,2017-02-18T10:00:00Z,92
uber,2017-02-18T11:00:00Z,159
uber,2017-02-18T12:00:00Z,171
uber,2017-02-18T13:00:00Z,140
uber,2017-02-18T14:00:00Z,174
uber,2017-02-18T15:00:00Z,146
uber,2017-02-18T16:00:00Z,105
uber,2017-02-18T17:00:00Z,109
uber,2017-02-18T18:00:00Z,171
uber,2017-02-18T19:00:00Z,148
uber,2017-02-18T20:00:00Z,225
uber,2017-02-18T21:00:00Z,159
uber,2017-02-18T22:00:00Z,129
uber,2017-02-18T23:00:00Z,161
uber,2017-02-19T00:00:00Z,161
uber,2017-02-19T01:00:00Z,156
uber,2017-02-19T02:00:00Z,200
uber,2017-02-19T03:00:00Z,155
uber,2017-02-19T04:00:00Z,187
uber,2017-02-19T05:00:00Z,128
uber,2017-02-19T06:00:00Z,48
uber,2017-02-19T07:00:00Z,16
uber,2017-02-19T08:00:00Z,8
uber,2017-02-19T09:00:00Z,8
uber,2017-02-19T10:00:00Z,99
uber,2017-02-19T11:00:00Z,123
uber,2017-02-19T12:00:00Z,128
uber,2017-02-19T13:00:00Z,95
uber,2017-02-19T14:00:00Z,69
uber,2017-02-19T15:00:00Z,135
uber,2017-02-19T16:00:00Z,108
uber,2017-02-19T17:00:00Z,129
uber,2017-02-19T18:00:00Z,170
uber,2017-02-19T19:00:00Z,183
uber,2017-02-19T20:00:00Z,219
uber,2017-02-19T21:00:00Z,222
uber,2017-02-19T22:00:00Z,226
uber,2017-02-19T23:00:00Z,229
uber,2017-02-20T00:00:00Z,230
uber,2017-02-20T01:00:00Z,284
uber,2017-02-20T02:00:00Z,314
uber,2017-02-20T03:00:00Z,303
uber,2017-02-20T04:00:00Z,252
uber,2017-02-20T05:00:00Z,186
uber,2017-02-20T06:00:00Z,58
uber,2017-02-20T07:00:00Z,6
uber,2017-02-20T08:00:00Z,2
uber,2017-02-20T09:00:00Z,5
uber,2017-02-20T10:00:00Z,168
uber,2017-02-20T11:00:00Z,204
uber,2017-02-20T12:00:00Z,246
uber,2017-02-20T13:00:00Z,182
uber,2017-02-20T14:00:00Z,115
uber,2017-02-20T15:00:00Z,154
uber,2017-02-20T16:00:00Z,151
uber,2017-02-20T17:00:00Z,179
uber,2017-02-20T18:00:00Z,228
uber,2017-02-20T19:00:00Z,289
uber,2017-02-20T20:00:00Z,420
uber,2017-02-20T21:00:00Z,393
uber,2017-02-20T22:00:00Z,369
uber,2017-02-20T23:00:00Z,394
uber,2017-02-21T00:00:00Z,428
uber,2017-02-21T01:00:00Z,452
uber,2017-02-21T02:00:00Z,443
uber,2017-02-21T03:00:00Z,521
uber,2017-02-21T04:00:00Z,595
uber,2017-02-21T05:00:00Z,283
uber,2017-02-21T06:00:00Z,262
uber,2017-02-21T07:00:00Z,86
uber,2017-02-21T08:00:00Z,8
uber,2017-02-21T09:00:00Z,15
uber,2017-02-21T10:00:00Z,343
uber,2017-02-21T11:00:00Z,382
uber,2017-02-21T12:00:00Z,257
uber,2017-02-21T13:00:00Z,197
uber,2017-02-21T14:00:00Z,168
uber,2017-02-21T15:00:00Z,162
uber,2017-02-21T16:00:00Z,114
uber,2017-02-21T17:00:00Z,134
uber,2017-02-21T18:00:00Z,214
uber,2017-02-21T19:00:00Z,232
uber,2017-02-21T20:00:00Z,296
uber,2017-02-21T21:00:00Z,281
uber,2017-02-21T22:00:00Z,249
uber,2017-02-21T23:00:00Z,218
uber,2017-02-22T00:00:00Z,212
uber,2017-02-22T01:00:00Z,319
uber,2017-02-22T02:00:00Z,269
uber,2017-02-22T03:00:00Z,376
uber,2017-02-22T04:00:00Z,255
uber,2017-02-22T05:00:00Z,264
uber,2017-02-22T06:00:00Z,63
uber,2017-02-22T07:00:00Z,3
uber,2017-02-22T09:00:00Z,7
uber,2017-02-22T10:00:00Z,295
uber,2017-02-22T11:00:00Z,226
uber,2017-02-22T12:00:00Z,165
uber,2017-02-22T13:00:00Z,110
uber,2017-02-22T14:00:00Z,102
uber,2017-02-22T15:00:00Z,101
uber,2017-02-22T16:00:00Z,92
uber,2017-02-22T17:00:00Z,109
uber,2017-02-22T18:00:00Z,183
uber,2017-02-22T19:00:00Z,179
uber,2017-02-22T20:00:00Z,239
uber,2017-02-22T21:00:00Z,201
uber,2017-02-22T22:00:00Z,193
uber,2017-02-22T23:00:00Z,186
uber,2017-02-23T00:00:00Z,229
uber,2017-02-23T01:00:00Z,306
uber,2017-02-23T02:00:00Z,279
uber,2017-02-23T03:00:00Z,288
uber,2017-02-23T04:00:00Z,261
uber,2017-02-23T05:00:00Z,184
uber,2017-02-23T06:00:00Z,33
uber,2017-02-23T07:00:00Z,6
uber,2017-02-23T08:00:00Z,6
uber,2017-02-23T09:00:00Z,4
uber,2017-02-23T10:00:00Z,134
uber,2017-02-23T11:00:00Z,176
uber,2017-02-23T12:00:00Z,207
uber,2017-02-23T13:00:00Z,166
uber,2017-02-23T14:00:00Z,92
uber,2017-02-23T15:00:00Z,107
uber,2017-02-23T16:00:00Z,107
uber,2017-02-23T17:00:00Z,158
uber,2017-02-23T18:00:00Z,148
uber,2017-02-23T19:00:00Z,190
uber,2017-02-23T20:00:00Z,286
uber,2017-02-23T21:00:00Z,266
uber,2017-02-23T22:00:00Z,221
uber,2017-02-23T23:00:00Z,166
uber,2017-02-24T00:00:00Z,230
uber,2017-02-24T01:00:00Z,347
uber,2017-02-24T02:00:00Z,329
uber,2017-02-24T03:00:00Z,381
uber,2017-02-24T04:00:00Z,323
uber,2017-02-24T05:00:00Z,351
uber,2017-02-24T06:00:00Z,74
uber,2017-02-24T07:00:00Z,31
uber,2017-02-24T08:00:00Z,10
uber,2017-02-24T09:00:00Z,17
uber,2017-02-24T10:00:00Z,166
uber,2017-02-24T11:00:00Z,241
uber,2017-02-24T12:00:00Z,262
uber,2017-02-24T13:00:00Z,212
uber,2017-02-24T14:00:00Z,157
uber,2017-02-24T15:00:00Z,161
uber,2017-02-24T16:00:00Z,99
uber,2017-02-24T17:00:00Z,156
uber,2017-02-24T18:00:00Z,216
uber,2017-02-24T19:00:00Z,277
uber,2017-02-24T20:00:00Z,314
uber,2017-02-24T21:00:00Z,248
uber,2017-02-24T22:00:00Z,210
uber,2017-02-24T23:00:00Z,182
uber,2017-02-25T00:00:00Z,223
uber,2017-02-25T01:00:00Z,310
uber,2017-02-25T02:00:00Z,322
uber,2017-02-25T03:00:00Z,300
uber,2017-02-25T04:00:00Z,309
uber,2017-02-25T05:00:00Z,269
uber,2017-02-25T06:00:00Z,64
uber,2017-02-25T07:00:00Z,15
uber,2017-02-25T08:00:00Z,10
uber,2017-02-25T09:00:00Z,5
uber,2017-02-25T10:00:00Z,134
uber,2017-02-25T11:00:00Z,179
uber,2017-02-25T12:00:00Z,157
uber,2017-02-25T13:00:00Z,144
uber,2017-02-25T14:00:00Z,91
uber,2017-02-25T15:00:00Z,110
uber,2017-02-25T16:00:00Z,64
uber,2017-02-25T17:00:00Z,141
uber,2017-02-25T18:00:00Z,141
uber,2017-02-25T19:00:00Z,246
uber,2017-02-25T20:00:00Z,218
uber,2017-02-25T21:00:00Z,180
uber,2017-02-25T22:00:00Z,145
uber,2017-02-25T23:00:00Z,154
uber,2017-02-26T00:00:00Z,105
uber,2017-02-26T01:00:00Z,146
uber,2017-02-26T02:00:00Z,231
uber,2017-02-26T03:00:00Z,206
uber,2017-02-26T04:00:00Z,209
uber,2017-02-26T05:00:00Z,179
uber,2017-02-26T06:00:00Z,98
uber,2017-02-26T07:00:00Z,37
uber,2017-02-26T08:00:00Z,25
uber,2017-02-26T09:00:00Z,29
uber,2017-02-26T10:00:00Z,119
