locationid,zone,borough,lyft_share_change,pre_strike_lyft_share,post_strike_lyft_share,rest_of_2017_lyft_share,lyft_share_2016,lyft_share_change_pct,pre_strike_lyft_share_pct,post_strike_lyft_share_pct,rest_of_2017_lyft_share_pct,lyft_share_2016_pct
135,Kew Gardens Hills,Queens,0.03058889210113569365,0.20691881918819188192,0.23750771128932757557,0.22229038257431912677,0.20683932153930330111,3%,21%,24%,22%,21%
122,Hollis,Queens,0.03052899597809894603,0.17200264959152130713,0.20253164556962025316,0.20785156691933476638,0.20506140677335318199,3%,17%,20%,21%,21%
13,Battery Park City,Manhattan,0.03041543714049164477,0.06963406168391127566,0.10004949882440292043,0.11966844507805771369,0.07388541920924433739,3%,7%,10%,12%,7%
219,Springfield Gardens South,Queens,0.03037214007053160330,0.17386777719937532535,0.20423991726990692865,0.21736603907734799076,0.18756435006435006435,3%,17%,20%,22%,19%
237,Upper East Side South,Manhattan,0.02983879653811685067,0.07409483123255223754,0.10393362777066908821,0.11850744977448162232,0.07300680707541944140,3%,7%,10%,12%,7%
215,South Jamaica,Queens,0.02922364624903440123,0.22833763996554694229,0.25756128621458134352,0.23992743479379532600,0.25923418164837730563,3%,23%,26%,24%,26%
59,Crotona Park,Bronx,0.02850550175020013499,0.24217118997912317328,0.27067669172932330827,0.14491679024550996869,0.29027738862426449986,3%,24%,27%,14%,29%
141,Lenox Hill West,Manhattan,0.02842267692690819418,0.09901368203426434375,0.12743635896117253793,0.16376914791063721215,0.10049880507663107894,3%,10%,13%,16%,10%
216,South Ozone Park,Queens,0.02836778355505199460,0.23443207322976719623,0.26279985678481919083,0.23443919207341173495,0.24501482376194136379,3%,23%,26%,23%,25%
94,Fordham South,Bronx,0.02761739933915414182,0.20667970933482392398,0.23429710867397806580,0.16505811299786334681,0.28312483526286977150,3%,21%,23%,17%,28%
136,Kingsbridge Heights,Bronx,0.02757803725123693495,0.20237760928578114762,0.22995564653701808257,0.14515841743308584909,0.26213706821937209851,3%,20%,23%,15%,26%
203,Rosedale,Queens,0.02752432538402370460,0.15658311725727456065,0.18410744264129826525,0.17596588957421705820,0.15962277971067570042,3%,16%,18%,18%,16%
185,Pelham Parkway,Bronx,0.02736182913256818618,0.18193333861135302035,0.20929516774392120653,0.16894529194052977511,0.21834075117671544299,3%,18%,21%,17%,22%
81,Eastchester,Bronx,0.02694549238251037737,0.15987268943567144081,0.18681818181818181818,0.12474613503543747669,0.20158639810513559664,3%,16%,19%,12%,20%
153,Marble Hill,Manhattan,0.02686764102125006312,0.16860747210092188258,0.19547511312217194570,0.17307285720326440864,0.20330409169494781328,3%,17%,20%,17%,20%
117,Hammels/Arverne,Queens,0.02675334612638612326,0.18200577796120511762,0.20875912408759124088,0.22739775991246333642,0.18161642315516922508,3%,18%,21%,23%,18%
155,Marine Park/Mill Basin,Brooklyn,0.02657585368532670916,0.13476673890726588343,0.16134259259259259259,0.13147388004606797980,0.17076366829723443814,3%,13%,16%,13%,17%
247,West Concourse,Bronx,0.02644378652377106458,0.24101504191066712596,0.26745882843443819054,0.17091548143352140535,0.27872719717988928653,3%,24%,27%,17%,28%
121,Hillcrest/Pomonok,Queens,0.02632391805808038374,0.19475046210720887246,0.22107438016528925620,0.20795502966337801960,0.20461182726507753555,3%,19%,22%,21%,20%
191,Queens Village,Queens,0.02625543506104365342,0.16157807614493286739,0.18783351120597652081,0.18913734962810609141,0.17776165224672062517,3%,16%,19%,19%,18%
126,Hunts Point,Bronx,0.02595867203171634340,0.21567701570062566403,0.24163568773234200743,0.17011985225759441192,0.29083692602477246288,3%,22%,24%,17%,29%
220,Spuyten Duyvil/Kingsbridge,Bronx,0.02581302930163278083,0.15301832856902639987,0.17883135787065918070,0.15501406621943302316,0.16036371962188859451,3%,15%,18%,16%,16%
9,Auburndale,Queens,0.02532855807192090378,0.15768302493966210780,0.18301158301158301158,0.17047550316734824794,0.16693376068376068376,3%,16%,18%,17%,17%
129,Jackson Heights,Queens,0.02483295442403684570,0.21999064817082674623,0.24482360259486359193,0.22339571947607852716,0.23754742104866467352,2%,22%,24%,22%,24%
240,Van Cortlandt Park,Bronx,0.02467538088642659280,0.17063711911357340720,0.19531250000000000000,0.09528605677159434270,0.17142686424474187380,2%,17%,20%,10%,17%
178,Ocean Parkway South,Brooklyn,0.02462012999919788429,0.11659422142674507799,0.14121435142594296228,0.12364735721397373566,0.14693454151602520098,2%,12%,14%,12%,15%
130,Jamaica,Queens,0.02451266553380309134,0.20878354827466016033,0.23329621380846325167,0.20177602904253122181,0.22345269244799524425,2%,21%,23%,20%,22%
23,Bloomfield/Emerson Hill,Staten Island,0.02425968598376962602,0.11926605504587155963,0.14352574102964118565,0.17571392935000704982,0.12469074715487382484,2%,12%,14%,18%,12%
16,Bayside,Queens,0.02420812512905804925,0.12633932012641640330,0.15054744525547445255,0.15711498623989525955,0.12778802761392476332,2%,13%,15%,16%,13%
254,Williamsbridge/Olinville,Bronx,0.02389661693192405553,0.15586130220276561740,0.17975791913468967293,0.13093758275308815054,0.21886618560372003393,2%,16%,18%,13%,22%
69,East Concourse/Concourse Village,Bronx,0.02356156038200342805,0.22949445129469790382,0.25305601167670133187,0.15805794074594264295,0.28913582615129550717,2%,23%,25%,16%,29%
221,Stapleton,Staten Island,0.02317908916073749708,0.13976440624005093919,0.16294349540078843627,0.17082124459707501924,0.13341366844551557927,2%,14%,16%,17%,13%
213,Soundview/Castle Hill,Bronx,0.02306274253996355457,0.21257400620242458416,0.23563674874238813873,0.16211425132431192387,0.29127550518573567502,2%,21%,24%,16%,29%
38,Cambria Heights,Queens,0.02264546535250185467,0.18486795146324054247,0.20751341681574239714,0.19311931193119311931,0.18291239147592738753,2%,18%,21%,19%,18%
159,Melrose South,Bronx,0.02236067067359995117,0.25058815142225707564,0.27294882209585702681,0.17937771886563808670,0.30831088691904598658,2%,25%,27%,18%,31%
20,Belmont,Bronx,0.02184378064668337866,0.17589460566138508100,0.19773838630806845966,0.14509037241485059322,0.20697373813802452789,2%,18%,20%,15%,21%
32,Bronxdale,Bronx,0.02152413698962107707,0.19957936683639583795,0.22110350382601691502,0.16257589560766512725,0.23991604595379371292,2%,20%,22%,16%,24%
18,Bedford Park,Bronx,0.02083216629514960938,0.19049021918453924110,0.21132238547968885048,0.13870122188915623782,0.24909136000957813449,2%,19%,21%,14%,25%
86,Far Rockaway,Queens,0.02071499240530787576,0.27242044358727097396,0.29313543599257884972,0.22810581701256942414,0.29024513520343694718,2%,27%,29%,23%,29%
119,Highbridge,Bronx,0.02061030974732003215,0.26764482671388818619,0.28825513646120821834,0.17782656821193982028,0.31935652044388173084,2%,27%,29%,18%,32%
73,East Flushing,Queens,0.02035506251772825592,0.16487647690655209452,0.18523153942428035044,0.18620703140276094013,0.17538429142977468941,2%,16%,19%,19%,18%
250,Westchester Village/Unionport,Bronx,0.01979536380826069037,0.19810172791433438793,0.21789709172259507830,0.16125100595994821493,0.23756061106380020508,2%,20%,22%,16%,24%
182,Parkchester,Bronx,0.01978423023817846087,0.21649364283214743964,0.23627787307032590051,0.16798697089005897886,0.23620458690424312852,2%,22%,24%,17%,24%
3,Allerton/Pelham Gardens,Bronx,0.01869729890601102821,0.17420843481604922446,0.19290573372206025267,0.15866752615917540810,0.21262568855469091545,2%,17%,19%,16%,21%
43,Central Park,Manhattan,0.01827179559842027736,0.10989761092150170648,0.12816940651992198384,0.08695186482851240095,0.10011837896380626149,2%,11%,13%,9%,10%
10,Baisley Park,Queens,0.01678906845536919126,0.20202931228861330327,0.21881838074398249453,0.21219964310986678153,0.21025216493502869527,2%,20%,22%,21%,21%
165,Midwood,Brooklyn,0.01675869635053308522,0.13729535770352096883,0.15405405405405405405,0.13328712822465544777,0.15733168270731881002,2%,14%,15%,13%,16%
171,Murray Hill-Queens,Queens,0.01657331593379137773,0.16029261968700805630,0.17686593562079943403,0.18766537863833004326,0.18708322757793211657,2%,16%,18%,19%,19%
21,Bensonhurst East,Brooklyn,0.01625150678594664470,0.15076359193646915089,0.16701509872241579559,0.13931481761513517146,0.18876724594033616865,2%,15%,17%,14%,19%
12,Battery Park,Manhattan,0.01622596913432005764,0.12721665381649961449,0.14344262295081967213,0.11559033541485521566,0.10310752019888129273,2%,13%,14%,12%,10%
84,Eltingville/Annadale/Prince's Bay,Staten Island,0.01551008519624262724,0.08126410835214446953,0.09677419354838709677,0.09735460027232056020,0.08254938852304797742,2%,8%,10%,10%,8%
147,Longwood,Bronx,0.01499463327263124816,0.25102279368790181181,0.26601742696053305997,0.17038049375619541437,0.30816924844499029357,1%,25%,27%,17%,31%
174,Norwood,Bronx,0.01441960398497170003,0.17534319251939783805,0.18976279650436953808,0.14929245438322698748,0.20929633919870557302,1%,18%,19%,15%,21%
241,Van Cortlandt Village,Bronx,0.01403048564338886919,0.18684863523573200993,0.20087912087912087912,0.14665689349718230028,0.22887877200757423150,1%,19%,20%,15%,23%
235,University Heights/Morris Heights,Bronx,0.01377850922924936560,0.23349775536219032312,0.24727626459143968872,0.16593307923003076668,0.32378954898709069034,1%,23%,25%,17%,32%
120,Highbridge Park,Manhattan,0.01347708894878706200,0.21293800539083557951,0.22641509433962264151,0.04098864843706313258,0.25579692457896021479,1%,21%,23%,4%,26%
149,Madison,Brooklyn,0.01327448601568591991,0.13536023835319609967,0.14863472436888201958,0.12981887116600761245,0.17225747960108794198,1%,14%,15%,13%,17%
175,Oakland Gardens,Queens,0.01282773255149376754,0.14712108382726502964,0.15994881637875879718,0.16684657226913878130,0.16523207922624832246,1%,15%,16%,17%,17%
248,West Farms/Bronx River,Bronx,0.01280114407649333292,0.21123513710264498908,0.22403628117913832200,0.16934495437831948795,0.25093666054008200198,1%,21%,22%,17%,25%
47,Claremont/Bathgate,Bronx,0.01235047541342652128,0.24892583597982439753,0.26127631139325091881,0.15692466952692511434,0.29708706828806989971,1%,25%,26%,16%,30%
172,New Dorp/Midland Beach,Staten Island,0.01224884286803595973,0.09454727363681840920,0.10679611650485436893,0.12316586373021335169,0.12101859982437934062,1%,9%,11%,12%,12%
19,Bellerose,Queens,0.01181075645293744498,0.12024665981500513875,0.13205741626794258373,0.17109778251968049828,0.12862115589309858750,1%,12%,13%,17%,13%
26,Borough Park,Brooklyn,0.01136256376392645508,0.13356869667549279200,0.14493126043941924708,0.13158846181068998433,0.16265367934334563963,1%,13%,14%,13%,16%
118,Heartland Village/Todt Hill,Staten Island,0.01099976815476957160,0.07990932275432133749,0.09090909090909090909,0.13305708385880787727,0.09431220592305563244,1%,8%,9%,13%,9%
123,Homecrest,Brooklyn,0.00966087097385862132,0.11674414100329265931,0.12640501197715128063,0.11416495396012586942,0.14284494379281109139,1%,12%,13%,11%,14%
78,East Tremont,Bronx,0.00940003590097619978,0.22480383941494629390,0.23420387531592249368,0.17031874911726508917,0.28604765152160941096,1%,22%,23%,17%,29%
22,Bensonhurst West,Brooklyn,0.00937705356442318323,0.17552717552717552718,0.18490422909159871041,0.16169721285067323182,0.19885321243555538971,1%,18%,18%,16%,20%
150,Manhattan Beach,Brooklyn,0.00933865494053527821,0.11124661246612466125,0.12058526740665993946,0.09676477945468189777,0.14974146175416984099,1%,11%,12%,10%,15%
92,Flushing,Queens,0.00821043721012606188,0.21210183896807190403,0.22031227617819796591,0.21287775768057774316,0.20476374404531994335,1%,21%,22%,21%,20%
60,Crotona Park East,Bronx,0.00780880372727970528,0.22698760029175784099,0.23479640401903754627,0.16619880335361088361,0.29273751948519125465,1%,23%,23%,17%,29%
55,Coney Island,Brooklyn,0.00588500228787998572,0.15162415522127752344,0.15750915750915750916,0.13935099379355840472,0.18115686136026555548,1%,15%,16%,14%,18%
29,Brighton Beach,Brooklyn,0.00511655106757217656,0.11526053377651774367,0.12037708484408992023,0.10977429897347545027,0.16770496579856534347,1%,12%,12%,11%,17%
6,Arrochar/Fort Wadsworth,Staten Island,0.00460334788937409025,0.09583333333333333333,0.10043668122270742358,0.15932223866622368540,0.10833273108332731083,0%,10%,10%,16%,11%
11,Bath Beach,Brooklyn,0.00359505960388460896,0.17106668701358156570,0.17466174661746617466,0.15114519221067500757,0.17974436530393209094,0%,17%,17%,15%,18%
210,Sheepshead Bay,Brooklyn,0.00356795077822296500,0.12303562440579385940,0.12660357518401682440,0.11308847186529645543,0.17608926673751328374,0%,12%,13%,11%,18%
98,Fresh Meadows,Queens,0.00327759259627756254,0.17848495330335524040,0.18176254589963280294,0.18437118437118437118,0.17707453749904045444,0%,18%,18%,18%,18%
108,Gravesend,Brooklyn,0.00157280441628519847,0.13232465700730862931,0.13389746142359382778,0.11859048551266195329,0.18012656862392578476,0%,13%,13%,12%,18%
252,Whitestone,Queens,0.00123555840821566110,0.21250000000000000000,0.21373555840821566110,0.22777260180936376222,0.17135349122926762678,0%,21%,21%,23%,17%
169,Mount Hope,Bronx,0.00088155117033037506,0.24934226261659889978,0.25022381378692927484,0.16835937816118929505,0.31078259198098782907,0%,25%,25%,17%,31%
245,West Brighton,Staten Island,0.00062807812203100847,0.09015206372194062274,0.09078014184397163121,0.12743528395905664790,0.09358448855524340257,0%,9%,9%,13%,9%
109,Great Kills,Staten Island,0.00028712558094264789,0.08320802005012531328,0.08349514563106796117,0.09836770731928188178,0.09753557792433182923,0%,8%,8%,10%,10%
111,Green-Wood Cemetery,Brooklyn,-0.00087045570916538659,0.14603174603174603175,0.14516129032258064516,0.17759708997539317428,0.13039527487505679237,0%,15%,15%,18%,13%
214,South Beach/Dongan Hills,Staten Island,-0.00298231180584121761,0.09389140271493212670,0.09090909090909090909,0.12918920005629159044,0.10219363003585741405,0%,9%,9%,13%,10%
101,Glen Oaks,Queens,-0.00365078509062723713,0.20903322135125046659,0.20538243626062322946,0.17504916705229060620,0.16403422878794329261,0%,21%,21%,18%,16%
204,Rossville/Woodrow,Staten Island,-0.00801090280547799495,0.08409785932721712538,0.07608695652173913043,0.10513415892672858617,0.08509591736350221348,-1%,8%,8%,11%,9%
194,Randalls Island,Manhattan,-0.03145731573959320551,0.11285266457680250784,0.08139534883720930233,0.21494182486221677893,0.17967621419676214197,-3%,11%,8%,21%,18%
