car_type,date,geo,trips,grouping,monthly,parent_type,monthly_is_estimated
Gett,2016-04-01,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-02,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-03,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-04,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-05,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-06,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-07,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-08,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-09,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-10,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-11,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-12,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-13,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-14,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-15,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-16,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-17,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-18,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-19,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-20,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-21,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-22,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-23,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-24,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-25,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-26,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-27,airports,0,gett,NA,Ride-hailing apps,TRUE
Gett,2016-04-28,airports,0,gett,4700.280723775811,Ride-hailing apps,TRUE
Gett,2016-04-29,airports,0,gett,4715.222965023819,Ride-hailing apps,TRUE
Gett,2016-04-30,airports,0,gett,4701.80779668325,Ride-hailing apps,TRUE
Gett,2016-05-01,airports,0,gett,4716.529054883324,Ride-hailing apps,TRUE
Gett,2016-05-02,airports,0,gett,4754.7946243907745,Ride-hailing apps,TRUE
Gett,2016-05-03,airports,0,gett,4789.772384628923,Ride-hailing apps,TRUE
Gett,2016-05-04,airports,0,gett,4794.969477779346,Ride-hailing apps,TRUE
Gett,2016-05-05,airports,0,gett,4766.366745854067,Ride-hailing apps,TRUE
Gett,2016-05-06,airports,0,gett,4677.294709756086,Ride-hailing apps,TRUE
Gett,2016-05-07,airports,0,gett,4655.925202699499,Ride-hailing apps,TRUE
Gett,2016-05-08,airports,0,gett,4648.590045519537,Ride-hailing apps,TRUE
Gett,2016-05-09,airports,0,gett,4647.630438143378,Ride-hailing apps,TRUE
Gett,2016-05-10,airports,0,gett,4657.998643024516,Ride-hailing apps,TRUE
Gett,2016-05-11,airports,0,gett,4659.898041541496,Ride-hailing apps,TRUE
Gett,2016-05-12,airports,0,gett,4653.551828228283,Ride-hailing apps,TRUE
Gett,2016-05-13,airports,0,gett,4638.206429970214,Ride-hailing apps,TRUE
Gett,2016-05-14,airports,0,gett,4641.825445703813,Ride-hailing apps,TRUE
Gett,2016-05-15,airports,0,gett,4633.999929706358,Ride-hailing apps,TRUE
Gett,2016-05-16,airports,0,gett,4638.022588778247,Ride-hailing apps,TRUE
Gett,2016-05-17,airports,0,gett,4669.150746599735,Ride-hailing apps,TRUE
Gett,2016-05-18,airports,0,gett,4672.556097371438,Ride-hailing apps,TRUE
Gett,2016-05-19,airports,0,gett,4708.673108978094,Ride-hailing apps,TRUE
Gett,2016-05-20,airports,0,gett,4731.204766956608,Ride-hailing apps,TRUE
Gett,2016-05-21,airports,0,gett,4754.815223061646,Ride-hailing apps,TRUE
Gett,2016-05-22,airports,0,gett,4781.557339778193,Ride-hailing apps,TRUE
Gett,2016-05-23,airports,0,gett,4770.572729945126,Ride-hailing apps,TRUE
Gett,2016-05-24,airports,0,gett,4788.294181115036,Ride-hailing apps,TRUE
Gett,2016-05-25,airports,0,gett,4788.906490029794,Ride-hailing apps,TRUE
Gett,2016-05-26,airports,0,gett,4770.9682457280005,Ride-hailing apps,TRUE
Gett,2016-05-27,airports,0,gett,4742.9501580823335,Ride-hailing apps,TRUE
Gett,2016-05-28,airports,0,gett,4689.197432808467,Ride-hailing apps,TRUE
Gett,2016-05-29,airports,0,gett,4605.01660323526,Ride-hailing apps,TRUE
Gett,2016-05-30,airports,0,gett,4595.769170561051,Ride-hailing apps,TRUE
Gett,2016-05-31,airports,0,gett,4656.355320193226,Ride-hailing apps,TRUE
Gett,2016-06-01,airports,0,gett,4688.918572265779,Ride-hailing apps,TRUE
Gett,2016-06-02,airports,0,gett,4711.444180456714,Ride-hailing apps,TRUE
Gett,2016-06-03,airports,0,gett,4778.753449216347,Ride-hailing apps,TRUE
Gett,2016-06-04,airports,0,gett,4796.701715739521,Ride-hailing apps,TRUE
Gett,2016-06-05,airports,0,gett,4802.236788834694,Ride-hailing apps,TRUE
Gett,2016-06-06,airports,0,gett,4838.980858096346,Ride-hailing apps,TRUE
Gett,2016-06-07,airports,0,gett,4829.990556078357,Ride-hailing apps,TRUE
Gett,2016-06-08,airports,0,gett,4779.995069135648,Ride-hailing apps,TRUE
Gett,2016-06-09,airports,0,gett,4735.798015012536,Ride-hailing apps,TRUE
Gett,2016-06-10,airports,0,gett,4718.107278717716,Ride-hailing apps,TRUE
Gett,2016-06-11,airports,0,gett,4689.2032160663475,Ride-hailing apps,TRUE
Gett,2016-06-12,airports,0,gett,4669.504168533922,Ride-hailing apps,TRUE
Gett,2016-06-13,airports,0,gett,4655.371636602187,Ride-hailing apps,TRUE
Gett,2016-06-14,airports,0,gett,4622.844371465061,Ride-hailing apps,TRUE
Gett,2016-06-15,airports,0,gett,4621.596073193066,Ride-hailing apps,TRUE
Gett,2016-06-16,airports,0,gett,4575.621900895003,Ride-hailing apps,TRUE
Gett,2016-06-17,airports,0,gett,4541.307604554403,Ride-hailing apps,TRUE
Gett,2016-06-18,airports,0,gett,4485.589663630601,Ride-hailing apps,TRUE
Gett,2016-06-19,airports,0,gett,4462.2694697038205,Ride-hailing apps,TRUE
Gett,2016-06-20,airports,0,gett,4471.231215047762,Ride-hailing apps,TRUE
Gett,2016-06-21,airports,0,gett,4444.445045032208,Ride-hailing apps,TRUE
Gett,2016-06-22,airports,0,gett,4435.635977429423,Ride-hailing apps,TRUE
Gett,2016-06-23,airports,0,gett,4411.381082033247,Ride-hailing apps,TRUE
Gett,2016-06-24,airports,0,gett,4427.862619116252,Ride-hailing apps,TRUE
Gett,2016-06-25,airports,0,gett,4454.817755600408,Ride-hailing apps,TRUE
Gett,2016-06-26,airports,0,gett,4522.356987010705,Ride-hailing apps,TRUE
Gett,2016-06-27,airports,0,gett,4479.703316161332,Ride-hailing apps,TRUE
Gett,2016-06-28,airports,0,gett,4382.543758552506,Ride-hailing apps,TRUE
Gett,2016-06-29,airports,0,gett,4375.02290809566,Ride-hailing apps,TRUE
Gett,2016-06-30,airports,0,gett,4390.777327591722,Ride-hailing apps,TRUE
Gett,2016-07-01,airports,0,gett,4299.653505047802,Ride-hailing apps,TRUE
Gett,2016-07-02,airports,0,gett,4261.995178328822,Ride-hailing apps,TRUE
Gett,2016-07-03,airports,0,gett,4118.221285415034,Ride-hailing apps,TRUE
Gett,2016-07-04,airports,0,gett,3943.320735841247,Ride-hailing apps,TRUE
Gett,2016-07-05,airports,0,gett,3873.9939043398535,Ride-hailing apps,TRUE
Gett,2016-07-06,airports,0,gett,3784.6138291161,Ride-hailing apps,TRUE
Gett,2016-07-07,airports,0,gett,3625.617807021031,Ride-hailing apps,TRUE
Gett,2016-07-08,airports,0,gett,3432.93074136141,Ride-hailing apps,TRUE
Gett,2016-07-09,airports,0,gett,3265.3072936016792,Ride-hailing apps,TRUE
Gett,2016-07-10,airports,0,gett,3133.751500926062,Ride-hailing apps,TRUE
Gett,2016-07-11,airports,0,gett,3016.106800904623,Ride-hailing apps,TRUE
Gett,2016-07-12,airports,0,gett,2871.495815345874,Ride-hailing apps,TRUE
Gett,2016-07-13,airports,0,gett,2705.2498754733606,Ride-hailing apps,TRUE
Gett,2016-07-14,airports,0,gett,2546.947765484115,Ride-hailing apps,TRUE
Gett,2016-07-15,airports,0,gett,2374.4092775673744,Ride-hailing apps,TRUE
Gett,2016-07-16,airports,0,gett,2183.230990332522,Ride-hailing apps,TRUE
Gett,2016-07-17,airports,0,gett,2009.3338421937008,Ride-hailing apps,TRUE
Gett,2016-07-18,airports,0,gett,2010.3307173041258,Ride-hailing apps,TRUE
Gett,2016-07-19,airports,0,gett,2015.1893123292364,Ride-hailing apps,TRUE
Gett,2016-07-20,airports,0,gett,2008.0022665210404,Ride-hailing apps,TRUE
Gett,2016-07-21,airports,0,gett,2011.8329385895709,Ride-hailing apps,TRUE
Gett,2016-07-22,airports,0,gett,2016.6551461190575,Ride-hailing apps,TRUE
Gett,2016-07-23,airports,0,gett,2022.6425755736818,Ride-hailing apps,TRUE
Gett,2016-07-24,airports,0,gett,2051.5102453678373,Ride-hailing apps,TRUE
Gett,2016-07-25,airports,0,gett,2060.081083793879,Ride-hailing apps,TRUE
Gett,2016-07-26,airports,0,gett,2100.983711042036,Ride-hailing apps,TRUE
Gett,2016-07-27,airports,0,gett,2097.3173450300287,Ride-hailing apps,TRUE
Gett,2016-07-28,airports,0,gett,2074.276228188231,Ride-hailing apps,TRUE
Gett,2016-07-29,airports,0,gett,2191.9700317675706,Ride-hailing apps,TRUE
Gett,2016-07-30,airports,0,gett,2283.929622127762,Ride-hailing apps,TRUE
Gett,2016-07-31,airports,0,gett,2443.3423228938386,Ride-hailing apps,TRUE
Gett,2016-08-01,airports,0,gett,2617.2764432815475,Ride-hailing apps,TRUE
Gett,2016-08-02,airports,0,gett,2732.784378718652,Ride-hailing apps,TRUE
Gett,2016-08-03,airports,0,gett,2866.0824652802557,Ride-hailing apps,TRUE
Gett,2016-08-04,airports,0,gett,3045.3554882764115,Ride-hailing apps,TRUE
Gett,2016-08-05,airports,0,gett,3255.7717335040325,Ride-hailing apps,TRUE
Gett,2016-08-06,airports,0,gett,3460.243032460585,Ride-hailing apps,TRUE
Gett,2016-08-07,airports,0,gett,3651.3751236372705,Ride-hailing apps,TRUE
Gett,2016-08-08,airports,0,gett,3785.680205642562,Ride-hailing apps,TRUE
Gett,2016-08-09,airports,0,gett,3931.7194076119536,Ride-hailing apps,TRUE
Gett,2016-08-10,airports,0,gett,4105.536323629741,Ride-hailing apps,TRUE
Gett,2016-08-11,airports,0,gett,4255.076390994832,Ride-hailing apps,TRUE
Gett,2016-08-12,airports,0,gett,4429.608560148681,Ride-hailing apps,TRUE
Gett,2016-08-13,airports,0,gett,4663.4264093787715,Ride-hailing apps,TRUE
Gett,2016-08-14,airports,0,gett,4824.796606676279,Ride-hailing apps,TRUE
Gett,2016-08-15,airports,0,gett,4894.339937475589,Ride-hailing apps,TRUE
Gett,2016-08-16,airports,0,gett,4917.504551436377,Ride-hailing apps,TRUE
Gett,2016-08-17,airports,0,gett,4968.643967067909,Ride-hailing apps,TRUE
Gett,2016-08-18,airports,0,gett,5015.400292946786,Ride-hailing apps,TRUE
Gett,2016-08-19,airports,0,gett,5050.376757431505,Ride-hailing apps,TRUE
Gett,2016-08-20,airports,0,gett,5107.269110482827,Ride-hailing apps,TRUE
Gett,2016-08-21,airports,0,gett,5155.474456648226,Ride-hailing apps,TRUE
Gett,2016-08-22,airports,0,gett,5273.99151605503,Ride-hailing apps,TRUE
Gett,2016-08-23,airports,0,gett,5265.786644700889,Ride-hailing apps,TRUE
Gett,2016-08-24,airports,0,gett,5303.211633246201,Ride-hailing apps,TRUE
Gett,2016-08-25,airports,0,gett,5370.411509111507,Ride-hailing apps,TRUE
Gett,2016-08-26,airports,0,gett,5351.44834429729,Ride-hailing apps,TRUE
Gett,2016-08-27,airports,0,gett,5373.39431155524,Ride-hailing apps,TRUE
Gett,2016-08-28,airports,0,gett,5411.669221074935,Ride-hailing apps,TRUE
Gett,2016-08-29,airports,0,gett,5387.387374966719,Ride-hailing apps,TRUE
Gett,2016-08-30,airports,0,gett,5387.015547934244,Ride-hailing apps,TRUE
Gett,2016-08-31,airports,0,gett,5413.565286011583,Ride-hailing apps,TRUE
Gett,2016-09-01,airports,0,gett,5250.89281678733,Ride-hailing apps,TRUE
Gett,2016-09-02,airports,0,gett,5089.372381363145,Ride-hailing apps,TRUE
Gett,2016-09-03,airports,0,gett,4876.867640431809,Ride-hailing apps,TRUE
Gett,2016-09-04,airports,0,gett,4612.61268785201,Ride-hailing apps,TRUE
Gett,2016-09-05,airports,0,gett,4562.387080753288,Ride-hailing apps,TRUE
Gett,2016-09-06,airports,0,gett,4531.957574369102,Ride-hailing apps,TRUE
Gett,2016-09-07,airports,0,gett,4426.144867183411,Ride-hailing apps,TRUE
Gett,2016-09-08,airports,0,gett,4292.642215592891,Ride-hailing apps,TRUE
Gett,2016-09-09,airports,0,gett,4119.504407573771,Ride-hailing apps,TRUE
Gett,2016-09-10,airports,0,gett,3891.298453794089,Ride-hailing apps,TRUE
Gett,2016-09-11,airports,0,gett,3741.011354105662,Ride-hailing apps,TRUE
Gett,2016-09-12,airports,0,gett,3703.9086521083054,Ride-hailing apps,TRUE
Gett,2016-09-13,airports,0,gett,3698.6342101179775,Ride-hailing apps,TRUE
Gett,2016-09-14,airports,0,gett,3694.414046503624,Ride-hailing apps,TRUE
Gett,2016-09-15,airports,0,gett,3722.1495312205047,Ride-hailing apps,TRUE
Gett,2016-09-16,airports,0,gett,3732.7838443038036,Ride-hailing apps,TRUE
Gett,2016-09-17,airports,0,gett,3719.64315564752,Ride-hailing apps,TRUE
Gett,2016-09-18,airports,0,gett,3727.999097624731,Ride-hailing apps,TRUE
Gett,2016-09-19,airports,0,gett,3712.4483510716905,Ride-hailing apps,TRUE
Gett,2016-09-20,airports,0,gett,3700.5320136870637,Ride-hailing apps,TRUE
Gett,2016-09-21,airports,0,gett,3706.230660481316,Ride-hailing apps,TRUE
Gett,2016-09-22,airports,0,gett,3730.755276610585,Ride-hailing apps,TRUE
Gett,2016-09-23,airports,0,gett,3765.037097423168,Ride-hailing apps,TRUE
Gett,2016-09-24,airports,0,gett,3808.8228741892544,Ride-hailing apps,TRUE
Gett,2016-09-25,airports,0,gett,3857.988015383291,Ride-hailing apps,TRUE
Gett,2016-09-26,airports,0,gett,3904.369528598315,Ride-hailing apps,TRUE
Gett,2016-09-27,airports,0,gett,3916.879334205823,Ride-hailing apps,TRUE
Gett,2016-09-28,airports,0,gett,3932.781740063156,Ride-hailing apps,TRUE
Gett,2016-09-29,airports,0,gett,4167.105570729286,Ride-hailing apps,TRUE
Gett,2016-09-30,airports,0,gett,4409.393247400071,Ride-hailing apps,TRUE
Gett,2016-10-01,airports,0,gett,4735.330269623537,Ride-hailing apps,TRUE
Gett,2016-10-02,airports,0,gett,5063.519149275944,Ride-hailing apps,TRUE
Gett,2016-10-03,airports,0,gett,5140.425128213887,Ride-hailing apps,TRUE
Gett,2016-10-04,airports,0,gett,5187.794981950924,Ride-hailing apps,TRUE
Gett,2016-10-05,airports,0,gett,5358.025017873544,Ride-hailing apps,TRUE
Gett,2016-10-06,airports,0,gett,5557.332246966025,Ride-hailing apps,TRUE
Gett,2016-10-07,airports,0,gett,5778.398540546558,Ride-hailing apps,TRUE
Gett,2016-10-08,airports,0,gett,6028.218813539543,Ride-hailing apps,TRUE
Gett,2016-10-09,airports,0,gett,6206.15124451014,Ride-hailing apps,TRUE
Gett,2016-10-10,airports,0,gett,6237.7248341416835,Ride-hailing apps,TRUE
Gett,2016-10-11,airports,0,gett,6277.0463926480425,Ride-hailing apps,TRUE
Gett,2016-10-12,airports,0,gett,6299.77250941091,Ride-hailing apps,TRUE
Gett,2016-10-13,airports,0,gett,6300.961808345324,Ride-hailing apps,TRUE
Gett,2016-10-14,airports,0,gett,6331.105180329335,Ride-hailing apps,TRUE
Gett,2016-10-15,airports,0,gett,6368.398672738558,Ride-hailing apps,TRUE
Gett,2016-10-16,airports,0,gett,6368.714311041323,Ride-hailing apps,TRUE
Gett,2016-10-17,airports,0,gett,6418.927535421584,Ride-hailing apps,TRUE
Gett,2016-10-18,airports,0,gett,6509.712753827146,Ride-hailing apps,TRUE
Gett,2016-10-19,airports,0,gett,6630.273615150132,Ride-hailing apps,TRUE
Gett,2016-10-20,airports,0,gett,6755.659807219392,Ride-hailing apps,TRUE
Gett,2016-10-21,airports,0,gett,6890.352897979923,Ride-hailing apps,TRUE
Gett,2016-10-22,airports,0,gett,7030.742739424892,Ride-hailing apps,TRUE
Gett,2016-10-23,airports,0,gett,7139.602834783262,Ride-hailing apps,TRUE
Gett,2016-10-24,airports,0,gett,7219.4273472577715,Ride-hailing apps,TRUE
Gett,2016-10-25,airports,0,gett,7336.316608578175,Ride-hailing apps,TRUE
Gett,2016-10-26,airports,0,gett,7509.0790496155005,Ride-hailing apps,TRUE
Gett,2016-10-27,airports,0,gett,7597.359856488834,Ride-hailing apps,TRUE
Gett,2016-10-28,airports,0,gett,7853.616143919359,Ride-hailing apps,TRUE
Gett,2016-10-29,airports,0,gett,8051.225509729214,Ride-hailing apps,TRUE
Gett,2016-10-30,airports,0,gett,7956.638504111134,Ride-hailing apps,TRUE
Gett,2016-10-31,airports,0,gett,8068.407064719478,Ride-hailing apps,TRUE
Gett,2016-11-01,airports,0,gett,8177.158872413672,Ride-hailing apps,TRUE
Gett,2016-11-02,airports,0,gett,8174.662949185861,Ride-hailing apps,TRUE
Gett,2016-11-03,airports,0,gett,8253.075342662798,Ride-hailing apps,TRUE
Gett,2016-11-04,airports,0,gett,8380.924500349676,Ride-hailing apps,TRUE
Gett,2016-11-05,airports,0,gett,8509.91415055368,Ride-hailing apps,TRUE
Gett,2016-11-06,airports,0,gett,8628.441229408458,Ride-hailing apps,TRUE
Gett,2016-11-07,airports,0,gett,8669.797602876175,Ride-hailing apps,TRUE
Gett,2016-11-08,airports,0,gett,8672.994566586214,Ride-hailing apps,TRUE
Gett,2016-11-09,airports,0,gett,8639.043085862839,Ride-hailing apps,TRUE
Gett,2016-11-10,airports,0,gett,8518.666202607912,Ride-hailing apps,TRUE
Gett,2016-11-11,airports,0,gett,8581.648485557396,Ride-hailing apps,TRUE
Gett,2016-11-12,airports,0,gett,8660.532877930318,Ride-hailing apps,TRUE
Gett,2016-11-13,airports,0,gett,8755.349702518237,Ride-hailing apps,TRUE
Gett,2016-11-14,airports,0,gett,8783.193188917105,Ride-hailing apps,TRUE
Gett,2016-11-15,airports,0,gett,8778.456339230635,Ride-hailing apps,TRUE
Gett,2016-11-16,airports,0,gett,8769.60599094504,Ride-hailing apps,TRUE
Gett,2016-11-17,airports,0,gett,8732.361373415988,Ride-hailing apps,TRUE
Gett,2016-11-18,airports,0,gett,8686.950299502512,Ride-hailing apps,TRUE
Gett,2016-11-19,airports,0,gett,8646.0472257027,Ride-hailing apps,TRUE
Gett,2016-11-20,airports,0,gett,8534.42613121094,Ride-hailing apps,TRUE
Gett,2016-11-21,airports,0,gett,8446.977546298654,Ride-hailing apps,TRUE
Gett,2016-11-22,airports,0,gett,8408.277684106757,Ride-hailing apps,TRUE
Gett,2016-11-23,airports,0,gett,8392.237771783288,Ride-hailing apps,TRUE
Gett,2016-11-24,airports,0,gett,8233.17323869733,Ride-hailing apps,TRUE
Gett,2016-11-25,airports,0,gett,7916.388233594577,Ride-hailing apps,TRUE
Gett,2016-11-26,airports,0,gett,7837.765329416269,Ride-hailing apps,TRUE
Gett,2016-11-27,airports,0,gett,8221.888894211721,Ride-hailing apps,TRUE
Gett,2016-11-28,airports,0,gett,8437.624771071369,Ride-hailing apps,TRUE
Gett,2016-11-29,airports,0,gett,8517.3267223821,Ride-hailing apps,TRUE
Gett,2016-11-30,airports,0,gett,8592.047054376024,Ride-hailing apps,TRUE
Gett,2016-12-01,airports,0,gett,8642.354692335071,Ride-hailing apps,TRUE
Gett,2016-12-02,airports,0,gett,8655.699400509226,Ride-hailing apps,TRUE
Gett,2016-12-03,airports,0,gett,8695.406052682121,Ride-hailing apps,TRUE
Gett,2016-12-04,airports,0,gett,8800.643580493854,Ride-hailing apps,TRUE
Gett,2016-12-05,airports,0,gett,8891.997461417712,Ride-hailing apps,TRUE
Gett,2016-12-06,airports,0,gett,8996.446681205094,Ride-hailing apps,TRUE
Gett,2016-12-07,airports,0,gett,9160.463008626783,Ride-hailing apps,TRUE
Gett,2016-12-08,airports,0,gett,9459.91929354245,Ride-hailing apps,TRUE
Gett,2016-12-09,airports,0,gett,9606.29195675178,Ride-hailing apps,TRUE
Gett,2016-12-10,airports,0,gett,9749.149172786549,Ride-hailing apps,TRUE
Gett,2016-12-11,airports,0,gett,9811.235475577456,Ride-hailing apps,TRUE
Gett,2016-12-12,airports,0,gett,9893.670455762525,Ride-hailing apps,TRUE
Gett,2016-12-13,airports,0,gett,9988.201610900718,Ride-hailing apps,TRUE
Gett,2016-12-14,airports,0,gett,10049.984157215637,Ride-hailing apps,TRUE
Gett,2016-12-15,airports,0,gett,10113.28916488837,Ride-hailing apps,TRUE
Gett,2016-12-16,airports,0,gett,10323.696066185601,Ride-hailing apps,TRUE
Gett,2016-12-17,airports,0,gett,10542.146023036146,Ride-hailing apps,TRUE
Gett,2016-12-18,airports,0,gett,10735.082589028185,Ride-hailing apps,TRUE
Gett,2016-12-19,airports,0,gett,10904.504436140836,Ride-hailing apps,TRUE
Gett,2016-12-20,airports,0,gett,11037.345988641648,Ride-hailing apps,TRUE
Gett,2016-12-21,airports,0,gett,11081.85170876951,Ride-hailing apps,TRUE
Gett,2016-12-22,airports,0,gett,11310.844158613907,Ride-hailing apps,TRUE
Gett,2016-12-23,airports,0,gett,11512.738653573058,Ride-hailing apps,TRUE
Gett,2016-12-24,airports,0,gett,11458.584211359173,Ride-hailing apps,TRUE
Gett,2016-12-25,airports,0,gett,11046.654735073234,Ride-hailing apps,TRUE
Gett,2016-12-26,airports,0,gett,10785.864357088134,Ride-hailing apps,TRUE
Gett,2016-12-27,airports,0,gett,10879.173433198588,Ride-hailing apps,TRUE
Gett,2016-12-28,airports,0,gett,11003.088496715189,Ride-hailing apps,TRUE
Gett,2016-12-29,airports,0,gett,11061.693523996086,Ride-hailing apps,TRUE
Gett,2016-12-30,airports,0,gett,11150.99899611724,Ride-hailing apps,TRUE
Gett,2016-12-31,airports,0,gett,11228.884631888453,Ride-hailing apps,TRUE
Gett,2017-01-01,airports,0,gett,10926.787882435967,Ride-hailing apps,TRUE
Gett,2017-01-02,airports,0,gett,10991.695247404896,Ride-hailing apps,TRUE
Gett,2017-01-03,airports,0,gett,11130.964852813853,Ride-hailing apps,TRUE
Gett,2017-01-04,airports,0,gett,11168.019394890776,Ride-hailing apps,TRUE
Gett,2017-01-05,airports,0,gett,11050.224411717843,Ride-hailing apps,TRUE
Gett,2017-01-06,airports,0,gett,10884.401435796079,Ride-hailing apps,TRUE
Gett,2017-01-07,airports,0,gett,10721.08807074563,Ride-hailing apps,TRUE
Gett,2017-01-08,airports,0,gett,10695.685479696824,Ride-hailing apps,TRUE
Gett,2017-01-09,airports,0,gett,10607.967692078078,Ride-hailing apps,TRUE
Gett,2017-01-10,airports,0,gett,10545.892352577775,Ride-hailing apps,TRUE
Gett,2017-01-11,airports,0,gett,10477.726477228875,Ride-hailing apps,TRUE
Gett,2017-01-12,airports,0,gett,10458.304947732979,Ride-hailing apps,TRUE
Gett,2017-01-13,airports,0,gett,10315.48542698999,Ride-hailing apps,TRUE
Gett,2017-01-14,airports,0,gett,10099.241512177796,Ride-hailing apps,TRUE
Gett,2017-01-15,airports,0,gett,9912.040959274933,Ride-hailing apps,TRUE
Gett,2017-01-16,airports,0,gett,9901.265748293488,Ride-hailing apps,TRUE
Gett,2017-01-17,airports,0,gett,9874.221481611778,Ride-hailing apps,TRUE
Gett,2017-01-18,airports,0,gett,9749.057000140743,Ride-hailing apps,TRUE
Gett,2017-01-19,airports,0,gett,9679.096731972553,Ride-hailing apps,TRUE
Gett,2017-01-20,airports,0,gett,9650.883510750207,Ride-hailing apps,TRUE
Gett,2017-01-21,airports,0,gett,9560.832584557815,Ride-hailing apps,TRUE
Gett,2017-01-22,airports,0,gett,9649.688227594419,Ride-hailing apps,TRUE
Gett,2017-01-23,airports,0,gett,9615.33297804873,Ride-hailing apps,TRUE
Gett,2017-01-24,airports,0,gett,9422.555186031568,Ride-hailing apps,TRUE
Gett,2017-01-25,airports,0,gett,9284.584595882903,Ride-hailing apps,TRUE
Gett,2017-01-26,airports,0,gett,9188.199711636329,Ride-hailing apps,TRUE
Gett,2017-01-27,airports,0,gett,9107.572366462857,Ride-hailing apps,TRUE
Gett,2017-01-28,airports,0,gett,9013.522224768294,Ride-hailing apps,TRUE
Gett,2017-01-29,airports,0,gett,9216.258298166998,Ride-hailing apps,TRUE
Gett,2017-01-30,airports,0,gett,9144.44721739759,Ride-hailing apps,TRUE
Gett,2017-01-31,airports,0,gett,9019.48561743185,Ride-hailing apps,TRUE
Gett,2017-02-01,airports,0,gett,8951.688179023704,Ride-hailing apps,TRUE
Gett,2017-02-02,airports,0,gett,8990.19799270985,Ride-hailing apps,TRUE
Gett,2017-02-03,airports,0,gett,9031.162354317083,Ride-hailing apps,TRUE
Gett,2017-02-04,airports,0,gett,9058.235219894246,Ride-hailing apps,TRUE
Gett,2017-02-05,airports,0,gett,9039.377821942055,Ride-hailing apps,TRUE
Gett,2017-02-06,airports,0,gett,9049.10379483498,Ride-hailing apps,TRUE
Gett,2017-02-07,airports,0,gett,9029.706738978937,Ride-hailing apps,TRUE
Gett,2017-02-08,airports,0,gett,9005.93198014454,Ride-hailing apps,TRUE
Gett,2017-02-09,airports,0,gett,8801.772381807312,Ride-hailing apps,TRUE
Gett,2017-02-10,airports,0,gett,8953.807678758485,Ride-hailing apps,TRUE
Gett,2017-02-11,airports,0,gett,8997.537341862302,Ride-hailing apps,TRUE
Gett,2017-02-12,airports,0,gett,8945.611664931053,Ride-hailing apps,TRUE
Gett,2017-02-13,airports,0,gett,8830.456864837792,Ride-hailing apps,TRUE
Gett,2017-02-14,airports,0,gett,8763.914011871419,Ride-hailing apps,TRUE
Gett,2017-02-15,airports,0,gett,8771.778348982989,Ride-hailing apps,TRUE
Gett,2017-02-16,airports,0,gett,8778.772668689753,Ride-hailing apps,TRUE
Gett,2017-02-17,airports,0,gett,8832.25862858768,Ride-hailing apps,TRUE
Gett,2017-02-18,airports,0,gett,8875.519834924851,Ride-hailing apps,TRUE
Gett,2017-02-19,airports,0,gett,8812.373062427192,Ride-hailing apps,TRUE
Gett,2017-02-20,airports,0,gett,8926.238679000282,Ride-hailing apps,TRUE
Gett,2017-02-21,airports,0,gett,9079.22155269534,Ride-hailing apps,TRUE
Gett,2017-02-22,airports,0,gett,9133.654866048793,Ride-hailing apps,TRUE
Gett,2017-02-23,airports,0,gett,9161.294292068029,Ride-hailing apps,TRUE
Gett,2017-02-24,airports,0,gett,9194.686877285678,Ride-hailing apps,TRUE
Gett,2017-02-25,airports,0,gett,9234.760481097,Ride-hailing apps,TRUE
Gett,2017-02-26,airports,0,gett,9303.067198009532,Ride-hailing apps,TRUE
Gett,2017-02-27,airports,0,gett,9323.346620334347,Ride-hailing apps,TRUE
Gett,2017-02-28,airports,0,gett,9336.453210417914,Ride-hailing apps,TRUE
