end_taxi_zone_id,time_bucket,taxi_trips,citi_trips,start_taxi_zone_id,taxi_win_rate,taxi_mean,citi_mean,taxi_median,citi_median,taxi_avg_winning_margin,citi_avg_winning_margin,start_zone,start_borough,end_zone,end_borough
256,midday,6,7,4,0.9759,722.6666666666666,1242.7142857142858,679,1221,536.5690132185674,108,Alphabet City,Manhattan,Williamsburg (South Side),Brooklyn
261,midday,22,9,4,0.9298,787.4545454545455,1457.888888888889,683,1277,757.6565928156593,486.29487179487177,Alphabet City,Manhattan,World Trade Center,Manhattan
261,morning,48,34,4,0.9092,850.3125,1357.2058823529412,784,1252.5,575.0204575450946,179.3270925110132,Alphabet City,Manhattan,World Trade Center,Manhattan
13,afternoon,28,168,12,0.4088,572.7142857142857,440.73809523809524,489.5,382.5,202.2206457925636,371.96972259810553,Battery Park,Manhattan,Battery Park City,Manhattan
13,evening,16,20,12,0.77,311.4375,570.1,255,514,374.8103896103896,120.0695652173913,Battery Park,Manhattan,Battery Park City,Manhattan
13,midday,54,67,12,0.6074,463.85185185185185,581.2835820895523,399.5,450,373.76177148501813,268.0376974019358,Battery Park,Manhattan,Battery Park City,Manhattan
13,morning,35,89,12,0.438,457.54285714285714,404.44943820224717,395,345,184.762100456621,224.30391459074733,Battery Park,Manhattan,Battery Park City,Manhattan
13,other,12,41,12,0.5977,498.25,630.609756097561,374,412,454.21432156600304,373.11235396470295,Battery Park,Manhattan,Battery Park City,Manhattan
45,afternoon,10,12,12,0.48,829.3,875.0833333333334,748,716.5,478.4575,369.12903846153847,Battery Park,Manhattan,Chinatown,Manhattan
48,afternoon,37,50,12,0.3272,2147,1864.52,2097,1825,445.1323349633252,645.1578478002378,Battery Park,Manhattan,Clinton East,Manhattan
48,evening,17,7,12,0.94,1293.4705882352941,2027,1290,2205,790.4093617021276,237.435,Battery Park,Manhattan,Clinton East,Manhattan
48,midday,52,7,12,0.2105,2086.903846153846,1769.142857142857,2068.5,1851,284.495486935867,479.97808739708677,Battery Park,Manhattan,Clinton East,Manhattan
48,morning,6,5,12,0.0993,2368.8333333333335,1900.2,2457.5,1788,161.04833836858006,538.0015543466193,Battery Park,Manhattan,Clinton East,Manhattan
50,afternoon,7,14,12,0.7105,1724.2857142857142,2016.2857142857142,1837,2012.5,507.9401829697396,241.23177892918827,Battery Park,Manhattan,Clinton West,Manhattan
68,afternoon,15,58,12,0.3092,1754,1444.448275862069,1678,1432.5,280.1264553686934,584.2019397799653,Battery Park,Manhattan,East Chelsea,Manhattan
68,evening,7,6,12,1,905.4285714285714,2207,864,1940,1312.524,NA,Battery Park,Manhattan,East Chelsea,Manhattan
68,midday,42,15,12,0.6571,1358.904761904762,1507.7333333333333,1237.5,1488,469.7639628671435,469.45552639253424,Battery Park,Manhattan,East Chelsea,Manhattan
79,afternoon,15,38,12,0.7356,1164.6666666666667,1455.1842105263158,1110,1333,511.8700380641653,305.8857791225416,Battery Park,Manhattan,East Village,Manhattan
79,evening,25,15,12,0.952,938.56,1445.7333333333333,913,1404,537.7110294117647,87.98958333333333,Battery Park,Manhattan,East Village,Manhattan
79,midday,24,7,12,0.8997,1144.875,1593.857142857143,1047,1575,569.8421696120929,627.1714855433698,Battery Park,Manhattan,East Village,Manhattan
87,afternoon,21,81,12,0.4138,363,329.48148148148147,342,308,141.09473175447076,155.54128283862164,Battery Park,Manhattan,Financial District North,Manhattan
87,evening,30,10,12,0.5558,378.26666666666665,521.1,323.5,418,422.37351565311263,196.72039621791987,Battery Park,Manhattan,Financial District North,Manhattan
87,midday,38,24,12,0.3663,573.2631578947369,507.75,496,390.5,407.57575757575756,331.97206880227236,Battery Park,Manhattan,Financial District North,Manhattan
87,morning,42,8,12,0.3048,546.7142857142857,402.375,512.5,408,145.50656167979002,269.9129746835443,Battery Park,Manhattan,Financial District North,Manhattan
100,afternoon,14,6,12,0.6565,2300.8571428571427,2426.3333333333335,2031.5,2483,594.0865194211729,772.6090247452693,Battery Park,Manhattan,Garment District,Manhattan
107,afternoon,7,5,12,0.6591,1414.4285714285713,1477.4,1474,1600,331.5499924138977,455.2414197711939,Battery Park,Manhattan,Gramercy,Manhattan
114,afternoon,5,15,12,0.2666,1433.4,1098.7333333333333,1149,1009,222.21155288822206,531.2152986092174,Battery Park,Manhattan,Greenwich Village South,Manhattan
125,midday,13,14,12,0.5625,1081.7692307692307,1218.2142857142858,1002,985,588.2769777777778,457.66194285714283,Battery Park,Manhattan,Hudson Sq,Manhattan
137,afternoon,7,20,12,0.8124,1201.142857142857,1650.45,1013,1687,624.0018463810931,313.33422174840086,Battery Park,Manhattan,Kips Bay,Manhattan
137,evening,8,5,12,1,888.5,1888.6,888.5,1857,1006.7386,NA,Battery Park,Manhattan,Kips Bay,Manhattan
141,afternoon,6,6,12,0.4991,2360.6666666666665,2253.3333333333335,2286.5,2277.5,264.8447204968944,490.60211619085646,Battery Park,Manhattan,Lenox Hill West,Manhattan
144,afternoon,16,9,12,0.3746,1205.25,1026,1041.5,999,180.40363053924185,415.933322673489,Battery Park,Manhattan,Little Italy/NoLiTa,Manhattan
148,afternoon,14,32,12,0.5034,944.9285714285714,939,867.5,827,334.85419149781484,351.1163914619412,Battery Park,Manhattan,Lower East Side,Manhattan
148,evening,17,12,12,0.8427,822.5882352941177,1289.1666666666667,767,1053.5,577.6576480360745,136.18817546090273,Battery Park,Manhattan,Lower East Side,Manhattan
158,afternoon,6,27,12,0.2047,1348,1063.2962962962963,1293,1019,183.56326331216414,411.80070413680374,Battery Park,Manhattan,Meatpacking/West Village West,Manhattan
158,midday,16,7,12,0.7815,971.75,1990.7142857142858,861.5,1095,1407.8774152271274,435.8745995423341,Battery Park,Manhattan,Meatpacking/West Village West,Manhattan
163,afternoon,16,5,12,0.4764,2356.4375,2382.6,2480.5,2332,600.9290512174643,492.4902597402597,Battery Park,Manhattan,Midtown North,Manhattan
209,afternoon,13,9,12,0.2721,435,353.3333333333333,431,363,62.404263138552004,139.8675642258552,Battery Park,Manhattan,Seaport,Manhattan
209,midday,23,8,12,0.2409,630.7391304347826,505.625,646,440,333.560398505604,263.25885917533924,Battery Park,Manhattan,Seaport,Manhattan
224,afternoon,5,19,12,0.7105,1281.6,1664.2631578947369,1273,1583,598.4163265306122,164.02417962003454,Battery Park,Manhattan,Stuy Town/Peter Cooper Village,Manhattan
224,evening,7,8,12,1,773.8571428571429,1538.625,688,1410.5,766.2319,NA,Battery Park,Manhattan,Stuy Town/Peter Cooper Village,Manhattan
231,afternoon,19,44,12,0.2849,904.1578947368421,596.2272727272727,910,522.5,257.016497016497,533.4277723395329,Battery Park,Manhattan,TriBeCa/Civic Center,Manhattan
231,evening,30,10,12,0.8813,436.8333333333333,717.7,438.5,645,343.3612844661296,139.79359730412804,Battery Park,Manhattan,TriBeCa/Civic Center,Manhattan
231,midday,53,42,12,0.3953,755.6037735849056,657.8333333333334,687,598.5,274.55223880597015,349.50074417066315,Battery Park,Manhattan,TriBeCa/Civic Center,Manhattan
231,morning,17,9,12,0.5944,637.1764705882352,658.1111111111111,624,663,238.32166890982504,303.8345660749507,Battery Park,Manhattan,TriBeCa/Civic Center,Manhattan
231,other,11,7,12,0.9322,432.90909090909093,730.2857142857143,407,642,321.17721518987344,89.8952802359882,Battery Park,Manhattan,TriBeCa/Civic Center,Manhattan
232,afternoon,8,25,12,0.5552,754.125,844.32,741.5,767,286.13994956772336,139.6490557553957,Battery Park,Manhattan,Two Bridges/Seward Park,Manhattan
233,afternoon,14,12,12,0.657,1529.857142857143,1790.75,1603,1746.5,546.8292237442922,271.231778425656,Battery Park,Manhattan,UN/Turtle Bay South,Manhattan
233,morning,7,9,12,1,1251.142857142857,2149.5555555555557,1110,2007,895.7566,NA,Battery Park,Manhattan,UN/Turtle Bay South,Manhattan
234,afternoon,20,8,12,0.5502,1617.15,1686,1599,1733,362.83260632497274,287.21809693196974,Battery Park,Manhattan,Union Sq,Manhattan
246,afternoon,10,78,12,0.484,1561.3,1512.679487179487,1446,1457.5,297.67128099173556,385.5494186046512,Battery Park,Manhattan,West Chelsea/Hudson Yards,Manhattan
246,evening,11,10,12,0.903,1001.6363636363636,1559.6,983,1492,632.0697674418604,94.7340206185567,Battery Park,Manhattan,West Chelsea/Hudson Yards,Manhattan
246,midday,26,9,12,0.552,1544.5,1641.888888888889,1557.5,1649,535.6108695652174,433.14754464285716,Battery Park,Manhattan,West Chelsea/Hudson Yards,Manhattan
246,morning,9,7,12,0.8717,1090.5555555555557,1640.7142857142858,1010,1435,720.7845589078812,607.9493374902572,Battery Park,Manhattan,West Chelsea/Hudson Yards,Manhattan
246,other,6,12,12,0.9593,1035.1666666666667,2002.4166666666667,890,2090.5,1011.4074846242052,155.21621621621622,Battery Park,Manhattan,West Chelsea/Hudson Yards,Manhattan
249,afternoon,12,37,12,0.4413,1179.6666666666667,1168.1081081081081,1129,1100,309.4960344436891,257.61249328799,Battery Park,Manhattan,West Village,Manhattan
249,evening,8,5,12,0.6433,960.625,1078,1029.5,1088,256.8215451577802,150.41323240818616,Battery Park,Manhattan,West Village,Manhattan
261,afternoon,15,25,12,0.4288,597,436.76,515,405,227.66068097014926,444.56197478991595,Battery Park,Manhattan,World Trade Center,Manhattan
261,midday,72,9,12,0.5439,384.27777777777777,478.1111111111111,327,478,331.3989703989704,201.38631878973908,Battery Park,Manhattan,World Trade Center,Manhattan
261,morning,6,11,12,0.5803,498.1666666666667,728.2727272727273,412.5,498,643.4880234361538,327.31736954967835,Battery Park,Manhattan,World Trade Center,Manhattan
